region_id,C11_1PF_Cu15DS_4000ov,C11_1PF_Cu15DS_NS,C11_1PF_Cu15DS_Tot,C11_1PF_CU15_NDS_0_299,C11_1PF_CU15_NDS_300_449,C11_1PF_CU15_NDS_450_599,C11_1PF_CU15_NDS_600_799,C11_1PF_CU15_NDS_800_999,C11_1PF_CU15_NDS_1000_1399,C11_1PF_CU15_NDS_1400_1799,C11_1PF_CU15_NDS_1800_2399,C11_1PF_CU15_NDS_2400_2999,C11_1PF_CU15_NDS_3000_3999,C11_1PF_CU15_NDS_4000ov,C11_1PF_CU15_NDS_NS,C11_1PF_CU15_NDS_Tot,C11_1PF_NCu15DS_0_299,C11_1PF_NCu15DS_300_449,C11_1PF_NCu15DS_450_599,C11_1PF_NCu15DS_600_799,C11_1PF_NCu15DS_800_999,C11_1PF_NCu15DS_1000_1399,C11_1PF_NCu15DS_1400_1799,C11_1PF_NCu15DS_1800_2399,C11_1PF_NCu15DS_2400_2999,C11_1PF_NCu15DS_3000_3999,C11_1PF_NCu15DS_4000ov,C11_1PF_NCu15DS_NS,C11_1PF_NCu15DS_Tot,C11_1PF_NDCO_0_299,C11_1PF_NDCO_300_449,C11_1PF_NDCO_450_599,C11_1PF_NDCO_600_799,C11_1PF_NDCO_800_999,C11_1PF_NDCO_1000_1399,C11_1PF_NDCO_1400_1799,C11_1PF_NDCO_1800_2399,C11_1PF_NDCO_2400_2999,C11_1PF_NDCO_3000_3999,C11_1PF_NDCO_4000ov,C11_1PF_NDCO_NS,C11_1PF_NDCO_Tot,C11_1PF_T_0_299,C11_1PF_T_300_449,C11_1PF_T_450_599,C11_1PF_T_600_799,C11_1PF_T_800_999,C11_1PF_T_1000_1399,C11_1PF_T_1400_1799,C11_1PF_T_1800_2399,C11_1PF_T_2400_2999,C11_1PF_T_3000_3999,C11_1PF_T_4000ov,C11_1PF_T_NS,C11_1_PF_T_T,C11_T_0_299,C11_T_300_449,C11_T_450_599,C11_T_600_799,C11_T_800_999,C11_T_1000_1399,C11_T_1400_1799,C11_T_1800_2399,C11_T_2400_2999,C11_T_3000_3999,C11_T_4000ov,C11_T_NS,C11_T_T
LGA10050,0,3,58,11,10,5,24,24,67,53,33,8,8,3,9,255,10,3,6,11,19,28,19,11,4,0,3,9,123,7,10,5,13,24,30,25,21,3,3,0,8,149,31,23,20,48,73,141,109,73,18,14,6,29,585,169,125,113,251,370,1083,1107,1032,305,212,128,268,5163
LGA10110,3,0,37,8,5,5,17,17,24,17,14,3,0,0,7,117,0,0,0,9,4,17,6,8,0,0,0,0,44,5,3,5,0,4,8,9,4,3,0,0,4,45,13,8,10,32,32,59,36,33,6,0,3,11,243,73,56,54,113,160,397,373,344,128,88,61,83,1930
LGA10150,0,5,24,6,0,0,3,5,15,18,44,30,18,11,5,155,0,3,0,3,4,9,16,17,14,11,5,3,85,8,3,6,4,3,16,10,18,7,11,7,3,96,14,6,6,10,12,40,48,89,51,45,23,16,360,119,38,35,69,100,263,304,666,442,595,513,161,3305
LGA10200,4,4,60,5,4,3,9,9,48,40,54,32,25,13,12,254,11,7,6,0,8,27,19,30,14,20,3,8,153,16,6,4,10,15,42,51,64,21,33,10,24,296,35,17,13,25,35,128,117,156,76,83,30,48,763,223,105,88,170,216,736,916,1486,837,867,465,349,6458
LGA10250,6,0,65,4,4,9,9,13,37,36,38,20,6,7,7,190,5,0,6,7,10,15,16,14,4,3,0,3,83,7,5,3,9,14,24,22,26,8,0,3,11,132,20,12,18,28,44,85,84,91,39,12,16,21,470,153,80,72,140,199,571,544,773,383,318,178,182,3593
LGA10300,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,8,5,3,0,0,0,0,0,16,17,11,8,19,28,39,25,13,6,6,7,14,193
LGA10350,13,18,226,29,26,20,22,49,110,139,207,106,84,37,51,880,16,20,6,17,31,76,59,86,39,34,17,24,425,37,10,14,33,44,102,117,145,84,57,39,68,750,85,60,45,78,136,320,358,486,253,193,106,161,2281,594,274,271,444,624,1969,2311,4071,2781,2480,1113,1027,17959
LGA10470,0,0,42,3,9,3,10,16,50,59,34,10,4,4,8,210,3,0,3,4,10,17,14,8,0,0,3,6,68,6,3,3,11,11,22,21,17,3,4,3,12,116,12,19,12,28,40,100,97,68,16,8,10,26,436,121,86,85,152,229,663,810,965,385,213,124,181,4014
LGA10550,0,4,46,3,7,5,10,21,50,25,12,11,0,3,6,153,6,5,4,14,3,14,3,10,3,4,0,4,70,5,4,5,8,8,15,8,7,3,0,0,7,70,17,16,14,42,39,88,44,34,17,4,3,21,339,164,107,107,197,264,630,511,491,199,135,93,168,3066
LGA10600,0,0,33,0,4,3,13,8,20,17,10,3,3,3,0,84,3,3,3,3,4,10,3,3,0,0,0,3,35,0,4,3,3,4,5,0,5,0,0,3,3,30,6,15,12,22,20,40,28,18,3,6,6,6,182,42,48,34,72,85,231,215,186,60,45,34,43,1095
LGA10650,0,0,7,0,3,3,5,6,7,5,4,0,0,3,5,41,3,3,0,3,0,3,3,3,0,0,0,0,18,0,4,0,0,4,5,0,0,0,0,0,0,13,3,10,3,8,14,18,8,7,0,0,3,5,79,72,34,35,68,81,164,103,94,30,14,29,35,759
LGA10750,5,21,383,35,23,25,67,78,250,313,440,198,142,39,87,1697,18,17,16,26,34,125,104,154,65,44,21,24,648,62,32,38,71,86,241,210,294,136,86,32,104,1392,130,76,84,180,226,676,698,983,443,291,97,236,4120,943,405,422,872,1208,3862,5158,10052,6654,5503,1754,1738,38571
LGA10800,0,0,8,3,5,3,6,7,9,3,3,3,0,0,0,42,0,0,3,0,5,4,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,3,6,5,6,6,12,18,6,3,3,0,0,0,65,44,31,34,45,57,96,76,54,15,9,16,32,509
LGA10850,0,0,6,0,0,3,4,4,9,5,6,3,0,0,0,34,0,0,3,0,0,3,0,3,0,3,0,0,12,4,3,0,4,7,6,0,4,0,0,0,3,31,4,3,6,8,11,24,5,13,3,3,0,3,83,27,21,28,47,62,152,129,146,54,45,25,39,775
LGA10900,0,7,121,13,3,12,15,29,89,86,118,47,20,11,20,463,9,12,15,14,15,37,33,39,14,9,4,11,212,23,9,12,22,21,76,54,47,23,14,5,17,323,52,24,42,58,70,224,194,233,99,48,20,55,1119,333,187,194,352,402,1241,1465,2424,1402,912,427,392,9731
LGA10950,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,4,14,0,4,3,8,0,6,0,0,0,0,0,4,25,27,14,9,22,23,49,25,18,8,8,0,12,215
LGA11000,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,3,3,0,0,3,0,0,0,0,0,9,3,0,6,3,0,3,6,0,0,3,0,0,24,17,8,17,23,25,43,28,22,9,6,3,11,212
LGA11050,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,11,0,0,0,0,3,0,0,0,3,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,3,9,0,6,3,3,3,0,0,0,3,0,0,8,26,19,15,8,18,20,29,37,21,12,8,5,14,206
LGA11100,4,0,29,8,3,0,12,5,12,17,33,20,16,15,13,154,0,4,4,0,0,13,8,14,5,12,8,8,76,5,4,3,8,9,9,25,31,14,20,14,12,154,13,11,7,20,14,39,57,82,43,53,41,33,413,105,40,47,67,83,259,380,634,551,821,559,219,3765
LGA11150,0,0,0,0,3,0,4,3,3,3,0,0,0,0,0,16,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,3,3,6,4,3,3,3,0,0,0,0,0,25,13,11,9,26,25,31,14,8,6,6,6,11,166
LGA11200,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,0,9,9,12,4,3,0,6,3,9,0,3,0,0,49
LGA11250,0,3,31,17,10,27,34,29,43,15,9,3,0,0,16,203,0,10,3,6,3,4,4,0,0,0,0,5,35,5,9,6,6,7,13,3,3,0,0,0,6,58,26,29,42,50,45,65,25,12,3,0,0,30,327,84,106,147,206,239,373,219,152,36,21,21,129,1733
LGA11300,0,0,21,6,0,0,0,3,7,19,22,3,17,15,7,99,6,0,6,0,6,12,10,15,10,5,3,0,73,0,3,4,6,4,16,7,16,8,16,7,11,98,12,3,10,9,13,35,40,61,27,38,25,18,291,122,36,35,44,57,194,239,485,308,432,369,151,2472
LGA11350,0,0,36,12,11,9,13,21,30,37,50,11,12,13,8,227,7,3,3,4,7,14,20,5,8,11,3,9,94,6,5,4,7,3,19,13,15,6,8,3,6,95,25,19,16,27,35,69,75,80,29,35,19,23,452,130,85,70,126,156,362,341,480,272,231,172,146,2571
LGA11400,0,0,11,3,0,3,9,11,19,13,10,0,0,0,5,73,3,0,0,3,0,6,0,3,3,0,0,3,21,3,3,3,0,3,5,0,0,0,0,0,0,17,9,3,6,17,14,33,13,13,3,3,0,8,122,69,38,33,97,112,273,225,210,112,99,62,83,1413
LGA11450,3,7,81,6,6,3,12,5,38,64,117,60,43,13,21,388,5,3,3,5,10,24,23,27,17,11,8,9,145,11,3,3,12,11,31,42,42,21,19,13,15,223,22,15,12,29,34,96,143,207,111,79,37,52,837,185,98,77,168,218,726,986,2272,1750,1408,521,426,8835
LGA11500,3,15,221,24,16,8,34,49,185,203,254,92,36,21,57,979,16,14,9,30,39,75,74,81,24,12,9,20,403,34,15,28,54,65,166,167,164,56,30,23,65,867,81,50,49,130,161,473,495,543,190,85,56,157,2470,483,259,266,584,817,2397,3226,5277,2219,1209,606,885,18228
LGA11520,10,0,54,14,5,4,5,3,23,21,43,31,35,41,20,245,9,0,0,8,10,16,12,31,22,24,16,10,158,11,6,5,7,12,17,23,42,25,27,25,12,212,37,11,9,20,25,67,64,119,82,101,92,42,669,279,94,75,112,147,483,449,1045,995,1590,1737,370,7376
LGA11550,8,19,137,11,17,9,28,28,110,94,110,60,64,35,25,591,18,7,6,19,23,61,45,51,24,23,12,16,305,26,10,16,25,31,92,93,91,52,44,29,37,546,60,37,34,80,91,279,254,277,144,142,84,97,1579,386,200,180,301,428,1457,1567,2244,1560,1781,993,691,11788
LGA11600,0,4,7,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,13,36,4,11,10,18,39,16,8,8,6,4,18,178
LGA11700,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,0,9,12,6,3,6,3,6,3,0,0,3,6,4,52
LGA11720,0,4,78,6,9,10,21,27,111,73,48,17,11,6,34,373,3,6,5,10,13,25,14,14,3,3,0,8,104,5,12,12,20,18,44,29,22,6,3,0,14,185,17,30,27,59,63,200,133,93,35,17,6,60,740,146,135,134,277,375,1092,1205,1157,440,332,173,357,5823
LGA11730,0,0,68,10,10,18,22,41,73,57,31,5,3,3,19,292,3,8,7,8,11,30,20,14,0,3,0,0,104,12,6,11,18,16,33,11,15,5,3,4,14,148,25,27,39,54,76,159,103,66,14,9,7,33,612,215,190,175,322,425,966,898,718,224,151,110,204,4598
LGA11750,3,0,6,0,0,3,0,7,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,0,0,3,3,7,7,3,3,0,0,3,0,29,17,11,12,28,35,73,61,58,22,17,11,14,359
LGA11800,5,6,81,8,9,8,24,35,83,83,69,21,19,12,18,389,4,11,5,13,23,35,22,24,7,3,0,9,156,15,10,12,28,16,40,35,25,11,3,5,13,213,30,30,25,65,79,181,163,128,42,28,22,46,839,271,186,147,335,453,1069,1142,1460,579,358,220,321,6541
LGA11860,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,6,36,3,6,3,13,11,19,14,3,6,13,13,140
LGA12000,0,0,0,0,0,3,3,4,11,3,6,0,3,0,3,36,0,3,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,3,3,0,0,0,0,0,9,0,6,3,3,4,14,6,6,0,3,0,6,51,27,19,26,36,47,84,56,68,22,11,9,28,433
LGA12050,0,0,8,0,4,3,7,3,18,9,4,3,3,0,3,57,0,0,0,0,3,4,0,3,0,0,0,0,10,4,0,0,0,6,13,5,8,3,0,0,6,45,4,4,3,7,12,40,17,15,6,3,0,9,120,49,30,37,71,87,223,188,189,56,62,28,57,1077
LGA12150,0,0,5,0,9,3,7,4,6,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,9,0,9,11,10,7,6,0,0,0,0,0,0,43,31,23,22,42,22,50,22,15,3,12,4,23,269
LGA12200,0,0,4,4,6,3,10,3,9,5,0,0,0,0,0,40,0,0,3,5,3,3,0,0,0,0,0,0,14,0,0,3,3,3,3,0,3,0,0,0,0,15,4,6,9,18,9,19,5,3,0,0,0,0,73,31,23,36,78,81,176,103,71,26,14,11,39,689
LGA12300,0,0,15,3,4,3,8,3,13,15,3,0,3,0,0,55,0,4,0,0,5,3,4,3,0,0,0,0,19,5,0,0,0,4,10,5,0,0,0,0,4,28,12,8,3,8,12,30,28,9,0,3,0,4,117,71,27,31,64,92,269,235,186,51,27,12,70,1135
LGA12350,0,0,22,3,3,0,4,8,16,3,5,0,0,0,5,47,0,0,0,0,3,3,3,0,0,0,3,0,12,3,3,4,5,3,5,3,0,3,0,0,0,29,6,6,4,16,17,31,14,5,3,0,3,5,110,68,36,50,98,135,257,159,127,45,28,14,64,1081
LGA12500,0,0,15,3,0,8,10,11,12,0,3,0,3,0,3,53,0,0,0,4,3,7,0,0,0,0,0,3,17,3,3,0,3,4,5,0,3,0,0,0,3,24,6,6,11,17,21,27,0,9,0,3,0,9,109,42,24,30,66,109,204,108,69,7,19,12,38,728
LGA12600,0,3,45,7,8,7,22,33,68,66,36,17,6,5,15,290,0,0,5,12,13,20,17,5,0,3,0,4,79,3,8,4,14,11,33,17,10,5,3,0,4,112,13,19,19,51,60,135,107,54,22,15,5,26,526,122,77,85,220,317,929,919,849,344,178,104,209,4353
LGA12700,0,0,11,0,0,3,3,6,5,5,0,3,3,5,3,36,4,0,5,0,0,4,4,0,0,0,0,0,17,0,0,0,5,0,4,4,4,0,0,0,3,20,4,0,12,8,6,13,16,8,3,3,5,6,84,37,25,33,59,71,159,136,178,75,79,55,68,975
LGA12750,0,3,44,8,3,7,15,18,50,31,19,8,9,0,12,180,3,6,3,0,10,11,12,5,0,3,3,0,56,8,8,4,7,7,13,20,5,0,3,3,6,84,22,17,17,25,38,88,66,34,12,18,6,21,364,159,113,78,179,227,514,446,545,224,163,81,140,2869
LGA12850,7,23,321,50,40,20,57,81,216,246,292,122,89,40,73,1326,23,14,10,27,40,101,87,100,40,31,17,32,522,53,33,25,41,70,173,165,199,97,64,36,79,1035,140,96,66,129,213,567,557,649,282,198,100,207,3204,658,379,303,573,863,2508,2777,4126,2162,1642,784,1009,17784
LGA12900,0,3,15,0,3,4,6,16,11,3,5,0,0,0,3,51,0,3,0,0,0,3,0,0,3,0,0,3,12,3,0,4,6,3,6,3,0,0,0,0,3,28,3,6,8,15,19,23,9,8,3,0,0,12,106,61,22,43,71,101,201,150,98,39,18,17,71,892
LGA12950,0,0,7,0,3,3,5,0,0,3,0,0,0,0,0,14,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,3,9,0,7,6,8,3,3,3,3,0,0,0,3,36,38,32,18,44,45,72,37,35,9,3,14,26,373
LGA13010,0,0,14,5,3,0,11,9,13,3,0,0,0,0,3,47,0,3,3,3,3,0,3,3,0,0,0,3,21,0,0,3,3,3,3,3,0,0,0,0,3,18,5,6,6,17,15,27,9,6,0,0,0,9,100,46,38,35,70,94,185,101,60,24,22,24,44,743
LGA13050,0,0,7,0,3,0,0,3,5,4,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,3,5,4,4,6,0,3,0,31,16,13,11,27,37,75,83,59,20,22,18,22,403
LGA13100,7,15,239,26,25,12,27,40,119,166,207,73,53,35,51,834,18,16,14,36,30,84,79,84,27,22,9,14,433,56,17,30,42,59,133,124,102,45,38,13,45,704,107,63,63,109,146,383,409,451,162,128,64,125,2210,662,333,325,566,758,2138,2675,4766,2556,1878,1015,870,18542
LGA13310,0,3,36,0,0,0,7,12,43,40,23,12,8,0,14,159,5,6,0,6,5,15,6,9,0,0,0,0,52,5,4,3,10,7,13,16,6,3,3,6,6,82,10,10,6,27,28,78,66,49,15,11,6,23,329,89,60,62,153,193,522,617,556,260,159,74,146,2891
LGA13320,0,0,46,8,3,8,9,10,28,27,19,8,3,6,11,140,0,3,6,7,6,9,4,8,0,0,0,3,46,17,3,3,7,10,28,13,10,0,0,3,11,105,28,12,17,29,32,76,53,42,11,3,9,25,337,159,98,75,157,191,468,445,491,213,126,80,162,2665
LGA13340,0,0,18,0,0,5,9,10,13,3,4,0,3,0,3,50,0,0,0,6,5,4,3,0,0,0,0,0,18,0,8,0,3,3,3,4,0,0,0,0,3,24,3,13,5,21,18,24,13,4,0,3,0,6,110,78,39,46,88,91,235,166,154,42,38,27,48,1052
LGA13380,3,3,84,8,7,7,20,43,66,51,24,15,4,4,13,262,0,4,3,8,16,28,7,16,0,5,3,6,96,9,12,13,16,17,29,19,14,0,3,0,10,142,21,27,27,54,82,149,95,57,15,15,10,32,584,193,140,147,281,398,955,776,675,255,160,105,209,4294
LGA13450,0,0,24,6,0,3,4,15,25,14,20,3,3,0,5,98,0,0,0,0,0,6,3,3,3,0,0,0,15,5,0,3,6,8,12,7,9,0,3,0,3,56,11,0,6,10,26,54,27,36,9,6,0,8,193,127,36,23,91,144,441,463,468,149,108,61,136,2247
LGA13500,0,0,3,0,3,0,6,0,5,3,0,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,3,3,0,3,0,0,0,12,0,3,3,6,3,12,6,0,3,0,0,0,36,18,13,12,24,41,80,54,39,19,10,9,17,336
LGA13550,0,0,15,0,4,3,9,11,10,8,8,0,0,0,3,56,0,0,0,3,3,3,4,0,3,0,0,0,16,3,0,4,0,5,4,6,4,0,0,0,4,30,3,4,10,15,19,20,18,12,6,3,0,7,117,67,29,36,73,110,232,191,130,79,36,24,67,1074
LGA13650,0,0,3,3,3,3,3,3,8,3,0,0,0,0,3,29,0,3,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,6,3,9,3,3,12,8,3,0,0,0,0,3,44,37,21,26,33,49,91,52,28,14,10,13,24,398
LGA13660,0,0,0,3,3,0,4,3,8,4,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,9,3,6,3,4,6,8,4,0,0,0,3,0,37,64,22,15,47,44,65,33,27,11,13,16,24,381
LGA13700,0,0,0,3,0,0,5,5,5,4,0,0,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,3,10,3,3,0,9,5,8,4,0,0,0,0,3,35,29,15,16,32,49,77,31,34,3,11,7,18,322
LGA13800,5,3,84,12,8,4,9,25,52,73,91,50,19,22,27,392,3,3,3,11,14,29,33,36,7,10,8,3,160,18,11,6,14,15,56,40,56,26,22,15,40,319,36,22,16,37,57,150,162,206,89,57,50,73,955,230,101,82,185,297,813,1097,1973,1189,974,650,469,8060
LGA13850,0,3,12,0,0,0,0,0,7,0,0,0,0,0,4,11,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,6,6,0,5,0,6,7,0,3,0,0,0,7,34,17,16,12,25,31,59,22,16,12,6,3,21,240
LGA13950,5,3,99,11,8,5,18,20,67,70,106,44,32,17,16,414,8,3,3,9,11,32,32,38,14,16,6,3,175,19,9,7,19,31,56,51,108,50,26,8,20,404,41,23,18,50,62,170,163,278,124,85,36,42,1092,275,113,101,198,333,978,1284,2418,1725,1381,572,468,9846
LGA14000,13,11,188,17,6,3,11,20,59,66,115,77,82,58,28,542,21,13,18,16,25,66,53,87,57,54,32,28,470,31,11,16,11,29,70,68,99,55,64,31,44,529,83,30,40,41,80,213,215,342,211,229,134,111,1729,759,249,244,385,528,1491,1724,3415,2732,4265,2890,897,19579
LGA14100,0,0,3,3,0,0,0,4,5,0,7,7,3,10,4,43,3,0,0,3,0,3,3,8,0,3,7,3,33,3,0,0,0,0,0,4,4,3,3,3,3,23,12,0,0,3,4,8,7,19,10,9,20,10,102,56,12,9,19,12,79,58,134,104,179,509,89,1260
LGA14150,3,0,70,23,6,0,4,10,27,40,54,39,28,21,14,266,10,6,5,11,13,36,25,32,17,15,3,20,193,22,5,7,10,11,40,39,50,25,30,15,15,269,61,17,17,25,41,110,115,152,90,79,42,49,798,322,112,90,186,271,795,928,1608,1165,1352,843,396,8068
LGA14200,0,0,23,3,8,6,16,17,35,15,5,3,0,0,4,112,0,3,4,0,5,5,3,3,0,0,0,0,23,3,4,5,9,3,6,3,3,0,0,3,0,39,10,15,15,30,25,51,26,15,3,0,3,4,197,107,71,60,131,159,351,262,195,74,36,36,80,1562
LGA14250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,6,11,9,13,15,7,5,7,3,10,16,123
LGA14300,0,0,6,4,5,0,3,5,10,4,0,3,0,0,0,34,0,3,0,3,0,0,3,0,3,0,0,0,12,0,0,0,3,5,4,0,0,0,0,0,5,17,4,8,0,12,10,17,7,0,6,0,0,5,69,31,21,19,46,71,131,85,56,29,19,10,41,559
LGA14350,0,8,42,9,4,7,20,29,61,42,14,5,0,4,11,206,4,4,3,10,4,13,7,0,3,0,4,3,55,11,3,7,16,10,23,7,15,3,0,0,6,101,24,11,17,49,50,111,63,29,14,0,8,28,404,113,92,103,184,224,516,415,369,131,84,57,125,2413
LGA14400,3,3,29,3,3,3,3,4,14,3,11,9,3,0,9,65,0,3,0,4,0,3,6,17,5,0,0,5,43,7,0,3,0,5,7,5,8,10,5,0,3,53,13,9,6,7,12,28,14,39,28,11,3,20,190,92,42,38,82,77,251,256,453,293,255,126,108,2073
LGA14450,10,4,49,12,3,0,7,4,23,28,54,17,18,14,9,189,10,4,5,7,4,17,21,19,9,11,12,9,128,14,3,7,6,4,24,25,39,17,26,16,17,198,41,13,12,20,16,71,77,120,48,55,52,39,564,222,78,85,108,150,465,552,1182,722,920,957,312,5753
LGA14500,47,8,129,18,3,3,10,8,20,19,43,23,49,75,14,285,15,6,8,4,6,28,22,46,21,41,51,21,269,25,5,0,8,7,28,18,20,16,21,43,8,199,64,14,16,25,21,90,64,125,74,122,216,51,882,570,139,139,160,207,655,655,1444,1137,2182,4460,649,12397
LGA14550,0,0,9,0,8,4,6,10,6,4,3,3,3,0,3,50,0,0,0,5,9,4,0,4,0,0,0,3,25,7,0,7,3,4,6,0,0,0,0,0,0,27,7,8,11,14,23,21,8,7,3,3,0,6,111,50,48,49,89,81,152,121,100,40,29,27,40,826
LGA14600,0,0,6,0,3,3,0,8,6,0,0,0,3,0,0,23,0,0,0,0,3,0,0,0,0,0,0,3,6,3,3,3,0,0,0,0,0,0,0,0,3,12,3,9,6,3,11,6,0,0,0,3,0,6,47,77,27,31,45,68,87,48,20,13,7,16,49,488
LGA14650,5,10,270,44,22,20,45,87,248,235,241,72,45,26,44,1129,13,14,19,40,57,92,76,78,23,26,14,25,477,49,40,36,71,88,177,113,103,37,22,15,48,799,109,83,91,169,249,590,472,473,148,104,60,127,2675,788,435,407,866,1215,3181,3606,5414,2617,1765,888,991,22173
LGA14700,5,6,30,8,0,0,3,5,11,6,10,8,12,20,7,90,3,0,3,3,0,6,8,4,3,8,14,3,55,3,0,0,3,3,8,7,18,9,7,13,3,74,17,0,3,9,8,28,21,39,23,30,52,19,249,121,30,37,48,54,166,177,446,380,539,1081,179,3258
LGA14750,0,3,15,0,0,4,4,11,12,7,0,0,0,0,7,45,4,3,4,3,3,3,0,3,0,0,0,0,23,0,0,0,0,5,9,4,0,0,0,0,3,21,4,3,8,7,22,27,14,6,0,0,0,13,104,59,29,38,70,106,257,199,161,35,30,16,74,1074
LGA14800,5,5,31,9,5,0,7,3,20,9,22,23,40,32,11,181,6,5,0,0,4,16,19,19,9,17,8,5,108,7,5,0,4,3,18,21,18,11,14,15,7,123,22,15,0,11,13,54,49,66,49,76,60,28,443,173,64,46,79,94,304,320,613,537,1192,1881,215,5518
LGA14850,0,3,88,13,11,16,20,44,79,53,35,12,7,3,16,309,4,5,7,23,9,33,17,15,5,3,3,3,127,15,12,11,15,13,30,33,15,9,3,3,16,175,36,35,34,66,75,164,119,78,32,13,9,38,699,161,120,124,284,322,845,812,917,338,196,103,188,4410
LGA14870,0,0,21,6,3,7,4,10,30,22,10,3,0,0,0,95,3,3,0,3,3,11,4,0,3,0,0,5,35,3,6,0,3,12,24,7,3,0,5,0,6,69,12,12,7,13,28,70,33,16,9,9,0,11,220,71,45,46,90,186,429,354,347,170,120,59,101,2018
LGA14900,10,15,279,29,8,9,32,55,147,166,288,146,95,48,76,1099,14,7,9,16,32,57,64,88,55,47,16,27,432,37,20,17,26,43,121,136,162,101,77,35,58,833,93,42,40,88,145,363,416,592,336,243,109,176,2643,623,253,245,452,700,2232,2849,5017,3888,2995,1335,1215,21804
LGA14920,0,0,3,0,3,0,7,6,7,4,5,0,0,0,3,35,0,3,0,5,0,4,3,0,0,0,0,0,15,5,5,5,5,0,3,0,0,0,0,0,5,28,5,11,5,17,6,14,10,5,0,0,0,8,81,45,28,22,64,63,125,78,71,23,12,27,54,612
LGA14950,0,0,0,0,3,3,3,3,5,0,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,9,3,6,3,6,3,5,3,0,0,0,0,0,29,40,17,9,34,37,55,31,36,9,7,5,16,296
LGA15050,3,7,86,15,6,8,12,31,94,89,78,17,8,12,16,386,7,8,5,9,12,37,31,32,0,10,4,3,158,14,13,6,22,26,53,43,29,10,12,3,17,248,40,27,19,47,80,193,181,162,34,30,22,43,878,267,155,142,278,429,1238,1602,2254,883,618,276,360,8502
LGA15150,4,3,32,11,0,3,0,4,4,10,15,19,16,35,9,126,0,0,0,3,0,8,9,14,8,5,14,4,65,8,4,0,4,0,8,3,6,5,13,10,12,73,24,4,3,7,4,20,26,38,36,43,63,28,296,146,29,36,43,59,163,202,378,334,676,1413,214,3693
LGA15200,4,0,58,15,5,4,7,21,27,28,58,50,47,27,10,299,12,6,3,5,4,14,24,30,20,19,14,9,160,14,7,4,11,12,33,19,28,23,20,18,10,199,44,18,14,27,41,81,79,124,107,89,63,29,716,187,71,59,136,155,469,578,1118,1002,1600,1269,255,6899
