region_id,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_T_M,C11_75_79_T_F,C11_75_79_T_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_T_M,C11_80_84_T_F,C11_80_84_T_P,C11_85o_Married_M,C11_85o_Married_F,C11_85o_Seprtd_M,C11_85o_Seprtd_F,C11_85o_Divorce_M,C11_85o_Divorce_F,C11_85o_Wid_M,C11_85o_Wid_F,C11_85o_Nvr_mard_M,C11_85o_Nvr_mard_F,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_OS_visitrs_Marr_M,C11_OS_visitrs_Marr_F,C11_OS_visitr_Separ_M,C11_OS_visitr_Separ_F,C11_OS_visit_Divorc_M,C11_OS_visit_Divorc_F,C11_OS_visito_Widow_M,C11_OS_visito_Widow_F,C11_OS_vis_Nvr_marr_M,C11_OS_vis_Nvr_marr_F,C11_OS_vis_T_M,C11_OS_vis_T_F,C11_OS_vis_T_P,C11_T_Married_M,C11_T_Married_F,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P
LGA10050,13,17,46,72,62,305,31,25,550,742,1292,312,191,10,9,40,31,94,392,20,17,476,640,1116,177,102,10,3,12,26,112,589,11,21,322,741,1063,25,20,0,3,3,0,0,3,26,34,54,60,114,8696,8745,536,736,1501,2040,483,2039,7106,6589,18322,20149,38471
LGA10110,9,8,12,29,24,171,12,8,254,346,600,125,88,5,0,11,10,40,184,10,14,191,296,487,92,47,3,0,0,20,60,230,3,9,158,306,464,37,23,0,0,5,6,0,3,91,132,133,164,297,4106,4098,267,337,584,901,230,930,4288,4421,9475,10687,20162
LGA10150,18,10,33,55,57,251,67,43,552,610,1162,261,153,14,4,34,49,80,305,52,49,441,560,1001,173,82,8,3,18,37,125,620,36,90,360,832,1192,92,127,3,6,3,4,3,21,64,82,165,240,405,7967,8002,401,465,1123,1551,377,1708,7121,6585,16989,18311,35300
LGA10200,6,9,47,38,58,243,37,24,556,557,1113,232,151,3,12,20,23,79,314,26,35,360,535,895,151,88,3,3,10,17,98,435,13,33,275,576,851,178,250,10,0,8,24,4,53,100,94,300,421,721,16487,15755,782,888,1611,2103,416,1933,11989,8360,31285,29039,60324
LGA10250,19,7,67,90,75,324,29,21,704,856,1560,421,310,13,8,41,61,120,435,17,21,612,835,1447,298,161,6,0,24,35,182,645,18,32,528,873,1401,40,44,3,0,9,0,0,4,27,27,79,75,154,8033,8168,458,577,1472,2074,576,2059,4816,4245,15355,17123,32478
LGA10300,3,0,3,0,7,14,3,0,46,29,75,10,10,0,3,0,0,6,16,5,0,21,29,50,6,0,0,0,0,0,4,26,0,0,10,26,36,0,0,0,0,0,0,0,0,13,5,13,5,18,527,496,37,34,81,64,30,90,341,247,1016,931,1947
LGA10350,68,41,143,203,255,1052,90,74,2052,2558,4610,1220,799,41,21,84,107,366,1496,80,61,1791,2484,4275,738,408,12,19,49,97,534,1926,40,61,1373,2511,3884,173,254,8,5,11,28,10,62,133,122,335,471,806,37252,37350,2115,2918,4344,6420,1813,7271,24205,19641,69729,73600,143329
LGA10470,10,6,21,41,50,217,30,29,401,560,961,220,128,8,10,23,24,60,268,14,21,325,451,776,95,44,0,7,11,19,64,347,16,51,186,468,654,14,14,0,0,4,0,0,0,33,54,51,68,119,6992,6808,457,565,1125,1406,336,1334,6370,5386,15280,15499,30779
LGA10550,17,14,59,50,66,248,33,12,655,681,1336,319,201,5,3,21,25,80,275,22,10,447,514,961,179,84,0,3,20,22,106,396,3,12,308,517,825,19,26,4,0,3,3,3,4,18,23,47,56,103,6881,6891,412,469,1319,1435,464,1515,3853,3343,12929,13653,26582
LGA10600,5,0,35,24,21,88,10,5,239,245,484,101,55,4,3,16,5,29,103,10,3,160,169,329,69,40,0,3,6,7,42,140,8,5,125,195,320,8,7,0,0,0,6,0,5,15,15,23,33,56,2333,2366,192,198,582,729,163,537,1551,1462,4821,5292,10113
LGA10650,4,4,21,9,20,63,10,5,180,160,340,92,61,4,0,7,0,28,81,8,3,139,145,284,53,31,0,0,0,4,33,126,8,6,94,167,261,0,3,0,0,0,0,0,3,3,3,3,9,12,1723,1712,115,132,334,301,128,426,914,663,3214,3234,6448
LGA10750,78,59,141,247,332,1398,91,56,2124,2713,4837,887,531,43,26,74,156,365,1231,59,54,1428,1998,3426,432,214,19,18,33,65,315,1577,45,60,844,1934,2778,457,656,6,17,16,43,26,217,190,223,695,1156,1851,59429,59695,3281,4538,6348,9530,2069,8709,41353,35458,112480,117930,230410
LGA10800,0,0,5,0,15,46,5,4,110,116,226,52,28,0,0,3,3,18,63,4,3,77,97,174,32,15,0,0,0,0,19,77,3,5,54,97,151,3,6,0,0,0,0,0,0,3,0,6,6,12,1284,1243,72,58,176,152,81,306,737,517,2350,2276,4626
LGA10850,6,0,8,5,18,48,11,0,116,102,218,49,29,0,0,3,6,27,52,4,7,83,94,177,18,8,0,0,3,3,8,51,0,5,29,67,96,0,0,0,0,0,0,0,0,0,3,0,3,3,1412,1381,90,88,234,230,89,256,847,694,2672,2649,5321
LGA10900,24,27,91,157,103,420,70,64,914,1117,2031,397,245,23,6,42,90,119,477,38,43,619,861,1480,240,130,7,3,17,74,189,798,20,66,473,1071,1544,60,71,3,8,6,10,0,11,141,145,210,245,455,14978,15182,793,1052,2356,3785,712,2767,9857,9016,28696,31802,60498
LGA10950,0,4,8,0,7,22,4,0,47,50,97,11,14,0,0,0,0,9,27,0,0,20,41,61,3,0,0,0,0,0,9,28,3,5,15,33,48,0,3,0,0,0,0,0,0,0,8,0,11,11,620,566,45,37,99,71,54,142,421,287,1239,1103,2342
LGA11000,4,0,0,4,7,20,4,0,40,40,80,13,12,0,0,3,0,11,21,3,4,30,37,67,13,11,3,0,0,3,10,42,5,0,31,56,87,3,0,3,0,3,0,0,0,3,3,12,3,15,497,475,44,37,84,89,44,130,328,206,997,937,1934
LGA11050,0,3,0,0,8,25,3,3,34,46,80,21,15,0,0,0,0,4,30,0,3,25,48,73,11,5,0,0,0,0,5,23,0,4,16,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0,496,494,30,26,79,79,38,121,282,214,925,934,1859
LGA11100,12,18,40,59,40,233,57,29,489,565,1054,242,125,13,5,33,40,65,285,18,37,371,492,863,107,50,5,4,13,16,66,356,21,26,212,452,664,110,110,3,4,7,21,3,28,72,96,195,259,454,7961,7886,465,618,1128,1559,341,1553,6326,5259,16221,16875,33096
LGA11150,0,3,4,0,13,14,7,3,60,39,99,17,13,0,0,0,0,5,22,3,3,25,38,63,5,0,0,0,0,0,0,10,3,0,8,10,18,0,3,0,0,0,0,0,0,9,6,9,9,18,570,547,54,40,79,91,37,113,515,458,1255,1249,2504
LGA11200,0,0,5,0,5,4,4,0,20,14,34,3,3,4,0,0,0,5,10,0,4,12,17,29,7,3,0,0,0,0,0,7,0,4,7,14,21,9,3,0,0,0,0,0,0,0,0,9,3,12,199,172,25,19,55,38,20,52,393,385,692,666,1358
LGA11250,15,3,27,45,42,211,12,6,332,431,763,171,107,5,4,17,10,57,252,16,8,266,381,647,73,36,4,0,10,8,66,270,6,18,159,332,491,11,9,0,0,0,3,0,0,12,10,23,22,45,3473,3423,272,317,693,823,284,1133,2722,2342,7444,8038,15482
LGA11300,18,10,30,43,30,194,38,57,405,500,905,256,141,5,4,15,31,48,251,34,43,358,470,828,158,71,4,3,16,12,95,368,12,57,285,511,796,101,124,0,3,0,10,3,15,80,118,184,270,454,6689,6739,255,359,659,1039,249,1255,5776,5094,13628,14486,28114
LGA11350,4,6,34,40,25,139,20,14,305,374,679,143,102,5,0,23,36,52,188,13,11,236,337,573,105,55,0,3,14,35,80,257,4,14,203,364,567,79,85,4,3,14,12,4,3,323,385,424,488,912,4829,4946,417,480,1514,2029,286,976,5227,4769,12273,13200,25473
LGA11400,0,3,17,11,27,87,17,8,211,217,428,94,56,3,0,9,3,29,77,5,7,140,143,283,41,31,5,0,4,4,23,119,0,9,73,163,236,13,10,0,0,0,3,3,0,34,23,50,36,86,2769,2775,151,129,407,350,152,499,1400,1186,4879,4939,9818
LGA11450,10,8,38,29,47,211,7,10,444,481,925,187,121,6,5,14,23,69,280,7,10,283,439,722,122,68,4,0,12,12,86,436,5,13,229,529,758,18,26,0,5,4,5,0,8,24,33,46,77,123,11723,11891,529,793,1228,1871,387,1511,6708,5945,20575,22011,42586
LGA11500,43,32,80,122,145,606,37,39,989,1229,2218,396,274,20,9,40,71,155,617,28,29,639,1000,1639,226,124,6,6,29,39,156,738,30,20,447,927,1374,107,139,4,0,9,8,12,44,58,73,190,264,454,26823,27059,1814,2506,3709,5729,1110,4176,21601,19634,55057,59104,114161
LGA11520,11,17,37,70,112,435,58,43,897,1090,1987,557,302,15,3,39,61,118,562,38,73,767,1001,1768,321,140,7,7,21,37,161,782,22,59,532,1025,1557,134,212,5,0,9,12,5,27,104,154,257,405,662,16131,16412,619,771,1843,2732,625,2747,11100,10455,30318,33117,63435
LGA11550,46,36,118,117,188,798,105,81,1833,1965,3798,919,520,27,11,64,81,208,865,75,77,1293,1554,2847,519,238,5,6,24,67,239,999,46,54,833,1364,2197,228,296,5,5,15,28,7,83,117,133,372,545,917,29404,29172,1497,1944,3462,4962,1078,4784,19173,14989,54614,55851,110465
LGA11600,0,4,3,0,6,19,0,0,34,37,71,16,14,0,0,3,0,5,14,0,3,24,31,55,3,3,0,0,0,0,3,23,0,0,6,26,32,0,3,0,0,0,0,4,0,35,12,39,15,54,541,509,48,22,90,56,43,97,417,261,1139,945,2084
LGA11700,0,0,4,4,3,7,0,3,19,29,48,6,4,4,3,3,0,3,9,0,0,16,16,32,0,3,0,0,0,0,3,4,0,0,3,7,10,7,0,0,0,0,0,0,0,20,11,27,11,38,402,326,53,25,106,65,21,49,536,390,1118,855,1973
LGA11720,15,19,54,54,77,331,35,20,574,715,1289,233,170,13,6,25,23,102,394,23,24,396,617,1013,133,55,4,3,16,27,113,481,17,22,283,588,871,38,35,3,3,3,9,4,3,19,32,67,82,149,9345,9230,738,813,1716,2071,554,2045,7380,6153,19733,20312,40045
LGA11730,29,13,107,70,124,391,63,45,1023,1034,2057,456,282,22,13,42,54,127,447,40,16,687,812,1499,233,116,8,3,19,20,169,648,19,30,448,817,1265,23,19,0,0,0,9,0,6,28,23,51,57,108,10218,10201,757,840,2063,2265,701,2409,6279,5220,20018,20935,40953
LGA11750,0,0,6,4,7,25,3,0,52,57,109,28,11,0,0,0,0,7,28,0,0,35,39,74,6,0,0,0,0,0,10,37,3,0,19,37,56,5,8,0,0,0,0,0,0,10,0,15,8,23,1001,893,83,59,186,150,50,160,847,554,2167,1816,3983
LGA11800,34,22,87,113,110,447,43,20,1153,1252,2405,608,361,20,10,56,70,145,509,27,26,856,976,1832,341,194,6,4,29,42,241,849,13,22,630,1111,1741,89,87,0,3,8,14,5,7,83,117,185,228,413,13872,13920,992,1172,2663,3490,836,2967,8912,7961,27275,29510,56785
LGA11860,0,3,4,0,0,7,3,0,17,15,32,9,3,0,0,0,3,3,0,0,0,12,6,18,3,0,0,0,0,0,3,3,3,0,9,3,12,0,0,0,0,0,0,0,0,3,5,3,5,8,349,340,24,13,41,29,18,28,193,118,625,528,1153
LGA12000,0,4,5,3,3,28,8,5,64,79,143,36,22,0,0,6,0,14,28,5,0,61,50,111,17,10,0,0,0,3,13,53,0,3,30,69,99,0,0,0,0,0,0,0,0,0,3,0,3,3,871,879,49,56,112,100,49,178,405,362,1486,1575,3061
LGA12050,5,3,11,14,18,71,3,7,152,158,310,55,31,0,3,10,13,19,92,10,0,94,139,233,55,32,0,0,0,9,31,107,4,11,90,159,249,3,3,0,0,0,0,0,3,6,11,9,17,26,1981,1929,123,128,352,394,115,440,1356,1011,3927,3902,7829
LGA12150,0,0,5,4,6,25,8,5,69,70,139,25,13,3,0,8,4,7,42,4,3,47,62,109,15,6,0,0,0,0,4,38,5,0,24,44,68,3,3,0,0,0,0,0,0,3,6,6,9,15,708,673,55,39,121,87,57,182,684,578,1625,1559,3184
LGA12200,0,3,3,7,15,43,10,3,134,147,281,75,55,0,0,7,7,23,93,4,4,109,159,268,36,10,3,0,0,3,22,113,3,6,64,132,196,0,0,0,0,3,3,0,0,8,3,11,6,17,1563,1569,85,86,222,269,105,403,811,700,2786,3027,5813
LGA12300,6,3,17,12,39,71,10,13,249,258,507,133,78,6,0,15,7,40,92,7,5,201,182,383,68,32,0,0,3,3,38,131,3,12,112,178,290,0,5,0,3,3,0,0,0,5,0,8,8,16,2475,2468,151,163,392,395,180,490,1303,952,4501,4468,8969
LGA12350,9,0,16,11,39,95,11,5,212,238,450,99,64,5,0,7,11,50,131,9,4,170,210,380,57,32,0,3,3,8,56,154,3,5,119,202,321,8,6,0,0,0,0,0,3,8,16,16,25,41,2466,2472,191,183,418,452,225,673,1534,1196,4834,4976,9810
LGA12500,3,3,10,25,12,64,9,9,129,171,300,73,50,0,4,6,5,26,71,5,3,110,133,243,38,12,0,0,3,4,36,118,0,0,77,134,211,3,3,0,0,0,3,0,3,3,3,6,12,18,1351,1333,127,155,256,312,102,399,948,771,2784,2970,5754
LGA12600,9,7,30,41,66,254,24,20,444,569,1013,231,144,7,0,15,24,85,276,22,15,360,459,819,128,63,3,3,16,20,78,386,6,15,231,487,718,13,23,0,3,3,5,3,3,30,18,49,52,101,7169,7241,443,579,1116,1458,411,1496,5452,5292,14591,16066,30657
LGA12700,7,5,16,5,12,40,7,4,134,109,243,43,28,0,0,3,8,16,52,12,8,74,96,170,31,15,4,0,0,3,18,85,0,7,53,110,163,0,9,0,0,0,0,0,3,3,0,3,12,15,1812,1846,90,96,289,293,109,292,1005,818,3305,3345,6650
LGA12750,14,11,81,63,93,293,33,23,846,835,1681,401,253,9,5,44,44,132,377,27,11,613,690,1303,238,150,5,3,11,25,155,526,11,17,420,721,1141,23,29,0,0,4,4,0,0,28,26,55,59,114,7667,7670,534,574,1493,1729,598,1864,4080,3341,14372,15178,29550
LGA12850,59,44,152,153,232,1117,83,57,2058,2414,4472,1020,508,41,31,62,86,287,1193,53,46,1463,1864,3327,522,235,26,9,23,48,316,1239,28,44,915,1575,2490,130,151,0,3,16,24,3,43,107,104,256,325,581,37011,37163,2410,3299,4783,6886,1482,7215,27041,22301,72727,76864,149591
LGA12900,0,0,9,7,23,95,14,8,157,191,348,56,42,6,3,7,10,22,87,6,6,97,148,245,31,13,0,3,0,3,31,130,4,5,66,154,220,3,0,0,0,3,3,0,0,6,4,12,7,19,1804,1785,121,124,260,303,134,487,1178,955,3497,3654,7151
LGA12950,3,0,4,4,6,36,4,5,72,81,153,46,27,0,0,3,3,14,39,3,4,66,73,139,19,10,0,0,3,0,19,59,3,0,44,69,113,0,0,3,0,0,0,0,0,0,0,3,0,3,905,927,56,54,134,135,59,229,502,479,1656,1824,3480
LGA13010,5,3,12,15,25,63,12,3,159,178,337,74,44,5,4,11,9,15,104,6,0,111,161,272,42,18,0,0,0,7,23,123,8,4,73,152,225,4,4,0,0,0,0,3,3,3,6,10,13,23,1747,1674,128,155,328,377,138,445,1149,860,3490,3511,7001
LGA13050,4,3,11,7,14,42,0,7,83,131,214,61,31,0,4,5,3,14,58,4,9,84,105,189,27,13,0,3,3,0,19,70,3,3,52,89,141,3,0,0,0,0,0,0,3,4,0,7,3,10,1105,1075,77,62,202,187,70,258,548,418,2002,2000,4002
LGA13100,69,51,210,379,287,1191,132,124,2437,3127,5564,1372,995,45,44,168,235,420,1601,88,101,2093,2976,5069,949,581,18,15,72,137,661,2483,67,128,1767,3344,5111,71,116,3,4,22,19,4,24,71,111,171,274,445,31174,31657,2104,2523,5341,8122,2061,7842,21032,18291,61712,68435,130147
LGA13310,10,5,27,46,65,202,31,20,388,471,859,188,120,6,8,14,30,63,232,15,19,286,409,695,97,57,3,3,3,15,69,284,12,26,184,385,569,20,19,0,3,3,3,3,0,17,22,43,47,90,5390,5111,432,462,969,1165,358,1223,4217,3205,11366,11166,22532
LGA13320,30,18,109,66,128,332,33,23,993,1044,2037,520,331,17,6,61,54,153,395,24,20,775,806,1581,280,184,0,3,17,28,195,612,15,15,507,842,1349,19,29,0,0,3,4,0,3,19,18,41,54,95,7634,7700,513,545,1525,1725,715,2087,3669,3083,14056,15140,29196
LGA13340,3,3,14,10,12,60,7,6,117,143,260,67,47,0,0,0,7,33,69,4,5,104,128,232,45,16,0,0,0,0,31,98,11,6,87,120,207,3,3,0,0,3,0,0,0,3,7,9,10,19,2146,2159,117,124,305,289,152,365,1098,862,3818,3799,7617
LGA13380,23,25,90,58,113,397,51,34,928,965,1893,439,285,20,9,39,43,150,422,31,12,679,771,1450,262,130,3,0,15,36,156,622,19,11,455,799,1254,18,18,0,0,4,4,0,3,20,15,42,40,82,9226,9315,731,786,1849,2186,710,2367,5351,4745,17867,19399,37266
LGA13450,10,5,17,18,35,162,23,7,321,378,699,179,99,5,0,6,11,51,189,13,9,254,308,562,112,48,0,3,6,7,47,239,3,3,168,300,468,39,14,3,0,4,3,0,5,65,40,111,62,173,5164,5008,276,309,569,579,242,971,3278,2646,9529,9513,19042
LGA13500,0,3,3,4,9,26,3,6,59,68,127,20,12,0,3,3,0,5,36,10,0,38,51,89,17,13,0,0,0,0,11,42,0,0,28,55,83,0,0,0,0,0,0,0,0,0,0,0,0,0,777,763,52,47,120,95,47,174,486,333,1482,1412,2894
LGA13550,9,4,16,7,35,95,13,9,215,218,433,88,64,3,0,12,0,32,111,4,7,139,182,321,46,18,0,3,0,4,34,157,5,4,85,186,271,5,8,0,0,3,0,0,3,4,3,12,14,26,2442,2358,175,151,376,354,159,583,1722,1339,4874,4785,9659
LGA13650,4,0,12,5,0,26,6,4,62,70,132,30,19,0,0,4,5,9,51,0,0,43,75,118,13,4,0,0,4,0,9,47,4,3,30,54,84,8,0,0,0,0,0,0,0,6,0,14,0,14,819,825,64,61,151,126,39,208,577,449,1650,1669,3319
LGA13660,4,3,6,4,24,43,10,3,113,95,208,28,21,0,0,0,4,16,57,4,0,48,82,130,20,17,0,4,3,0,15,71,0,5,38,97,135,0,3,3,0,0,0,0,0,3,7,6,10,16,1051,1058,83,69,158,134,100,275,584,441,1976,1977,3953
LGA13700,0,0,9,3,11,30,6,0,63,73,136,30,12,3,3,3,3,14,32,3,3,53,53,106,15,8,0,0,3,0,11,46,3,3,32,57,89,0,0,0,0,0,0,0,0,0,6,0,6,6,748,754,53,45,132,126,48,186,394,313,1375,1424,2799
LGA13800,14,11,35,79,59,247,31,18,508,629,1137,245,169,18,6,35,28,72,308,33,10,403,521,924,147,86,4,7,12,39,114,436,13,15,290,583,873,27,26,3,3,3,3,0,3,48,59,81,94,175,12010,12113,772,928,1854,2528,499,1775,8954,7345,24089,24689,48778
LGA13850,5,0,7,3,9,25,7,4,74,66,140,23,12,0,3,0,3,9,23,3,0,35,41,76,6,3,0,0,3,0,8,39,0,0,17,42,59,3,3,3,0,0,0,0,0,3,0,9,3,12,643,619,48,41,92,87,44,146,423,310,1250,1203,2453
LGA13950,23,14,66,102,136,535,57,54,992,1176,2168,467,278,17,12,39,51,156,665,40,42,719,1048,1767,260,137,7,9,16,38,193,852,18,31,494,1067,1561,227,290,0,5,3,14,6,81,67,62,303,452,755,20982,21006,1092,1447,2252,3308,843,3687,13315,10720,38484,40168,78652
LGA14000,32,36,100,183,150,745,62,84,1675,2080,3755,1023,712,26,17,69,119,254,1018,45,87,1417,1953,3370,687,366,10,4,39,103,507,1912,33,145,1276,2530,3806,320,412,9,4,25,37,9,72,174,244,537,769,1306,35747,36722,1013,1378,2729,4910,1312,5422,19323,17276,60124,65708,125832
LGA14100,5,0,10,21,15,76,17,20,173,206,379,118,86,0,5,10,18,14,138,17,32,159,279,438,101,50,0,0,3,22,64,323,14,56,182,451,633,16,16,0,0,3,3,0,5,20,28,39,52,91,2724,2773,87,101,268,470,126,698,1890,1473,5095,5515,10610
LGA14150,22,14,73,96,95,480,45,47,1043,1259,2302,562,371,10,10,31,63,130,643,40,35,773,1122,1895,388,179,13,5,17,48,234,1104,36,54,688,1390,2078,187,280,3,0,6,16,4,47,89,110,289,453,742,17188,17584,642,873,1726,2755,719,3369,10744,9460,31019,34041,65060
LGA14200,14,3,22,17,39,117,16,16,274,277,551,136,58,3,3,11,8,28,144,7,13,185,226,411,54,29,0,3,3,4,37,216,5,9,99,261,360,3,5,0,0,0,0,0,0,6,6,9,11,20,3155,3135,228,266,482,527,188,763,2043,1649,6096,6340,12436
LGA14250,0,3,3,0,3,10,0,0,16,17,33,16,14,0,0,5,0,4,7,5,0,30,21,51,8,3,0,0,0,0,3,12,0,3,11,18,29,0,0,0,0,0,0,3,0,3,3,6,3,9,344,324,20,12,56,24,20,53,173,116,613,529,1142
LGA14300,3,0,6,6,7,36,9,3,63,81,144,24,9,0,3,5,3,11,41,6,0,46,56,102,15,11,0,0,0,3,12,56,0,5,27,75,102,0,0,0,0,0,0,0,0,3,4,3,4,7,1239,1004,85,81,167,154,73,218,1091,511,2655,1968,4623
LGA14350,22,8,53,39,56,207,34,15,517,493,1010,218,162,8,3,33,17,92,245,26,8,377,435,812,138,71,3,0,10,20,99,361,15,10,265,462,727,13,13,0,3,3,4,0,3,14,13,30,36,66,5356,5207,515,511,1262,1206,441,1372,3950,3234,11524,11530,23054
LGA14400,7,9,18,27,35,143,9,14,338,412,750,203,112,0,5,7,17,46,180,7,17,263,331,594,109,74,4,0,7,15,73,316,10,18,203,423,626,15,22,0,0,0,4,0,0,14,14,29,40,69,4541,4644,183,212,509,723,255,905,2280,1917,7768,8401,16169
LGA14450,11,6,39,45,54,300,40,30,710,800,1510,391,241,12,10,22,34,81,412,39,38,545,735,1280,276,172,4,3,16,19,155,649,22,39,473,882,1355,168,210,0,4,7,19,3,42,67,80,245,355,600,12615,12915,458,595,1182,1903,468,2122,7711,6882,22434,24417,46851
LGA14500,22,21,56,119,120,583,40,68,1574,1792,3366,994,748,7,4,40,94,210,840,37,88,1288,1774,3062,762,433,8,5,17,77,370,1691,33,117,1190,2323,3513,240,264,10,5,17,29,9,46,197,247,473,591,1064,25868,26942,495,754,1401,2662,985,4286,11684,11542,40433,46186,86619
LGA14550,10,3,9,11,17,62,10,4,146,163,309,66,34,0,0,7,9,19,79,9,0,101,122,223,43,11,0,0,5,4,28,98,5,6,81,119,200,3,3,0,0,0,0,0,0,9,7,12,10,22,1689,1715,128,132,421,431,119,384,1286,999,3643,3661,7304
LGA14600,3,0,11,7,18,39,15,3,133,104,237,51,45,3,3,5,3,23,44,7,5,89,100,189,36,19,0,0,0,5,14,73,6,3,56,100,156,5,3,4,0,0,0,0,0,9,0,18,3,21,1329,1275,85,75,197,166,92,274,913,736,2616,2526,5142
LGA14650,71,54,238,269,362,1329,96,92,2908,3408,6316,1536,1080,41,14,134,161,468,1686,61,67,2240,3008,5248,966,523,20,11,61,101,635,2328,41,54,1723,3017,4740,73,94,3,3,10,14,0,18,91,85,177,214,391,37779,38480,2072,2621,5893,7990,2343,8304,24444,20920,72531,78315,150846
LGA14700,12,14,22,53,15,126,22,42,285,411,696,158,110,7,3,11,29,37,204,16,28,229,374,603,137,71,0,7,9,19,76,396,13,44,235,537,772,64,67,0,3,3,11,4,13,92,99,163,193,356,6613,6706,223,301,675,1211,207,1058,4605,4346,12323,13622,25945
LGA14750,3,0,8,10,21,73,6,9,145,178,323,49,23,0,0,3,3,16,101,7,4,75,131,206,20,9,0,0,3,5,39,106,3,6,65,126,191,4,3,3,0,0,0,0,7,8,13,15,23,38,2002,2002,148,157,294,311,120,460,1485,1357,4049,4287,8336
LGA14800,17,23,43,81,49,209,63,53,417,531,948,162,87,11,3,26,57,56,226,47,33,302,406,708,85,49,5,6,15,32,63,329,26,33,194,449,643,59,73,3,4,17,27,0,12,145,153,224,269,493,8661,8892,508,593,1757,2621,313,1314,8838,9746,20077,23166,43243
LGA14850,10,10,55,62,52,223,39,37,519,617,1136,272,185,11,6,26,28,73,328,29,33,411,580,991,165,86,3,3,9,27,106,457,11,19,294,592,886,25,22,0,4,0,4,0,6,63,87,88,123,211,7227,7310,598,681,1549,2151,378,1618,6833,6172,16585,17932,34517
LGA14870,12,4,37,28,40,143,26,11,321,304,625,129,92,7,7,16,10,42,153,14,12,208,274,482,53,26,0,0,3,5,27,227,10,17,93,275,368,3,12,0,0,0,3,0,3,7,16,10,34,44,3815,3665,288,306,794,814,228,873,3036,2282,8161,7940,16101
LGA14900,46,40,108,151,170,820,63,30,1362,1663,3025,584,300,27,24,57,70,197,828,28,32,893,1254,2147,269,136,3,3,23,35,217,827,23,19,535,1020,1555,173,240,3,8,8,26,9,102,78,100,271,476,747,36408,36660,2132,2875,3967,5615,1154,5263,24217,20131,67878,70544,138422
LGA14920,4,0,10,11,25,50,17,3,143,129,272,43,36,0,0,12,4,23,63,13,3,91,106,197,33,16,0,0,0,0,29,79,4,5,66,100,166,0,0,0,0,0,0,0,0,0,6,0,6,6,1470,1455,83,112,277,260,132,344,974,725,2936,2896,5832
LGA14950,3,0,0,3,13,16,3,3,58,38,96,31,15,0,0,4,0,9,33,3,0,47,48,95,9,6,0,0,3,0,15,50,3,4,30,60,90,0,0,0,0,0,0,0,0,0,5,0,5,5,662,646,34,21,97,81,48,141,319,225,1160,1114,2274
LGA15050,18,9,48,66,78,351,43,31,709,867,1576,325,202,8,10,23,39,80,471,34,26,470,748,1218,176,101,6,7,14,19,118,575,17,34,331,736,1067,28,24,0,0,4,3,3,3,15,14,50,44,94,13101,13327,761,917,1876,2641,529,2323,8938,7883,25205,27091,52296
LGA15150,8,8,23,71,30,153,28,38,389,498,887,247,177,14,6,21,42,35,210,18,39,335,474,809,176,80,3,0,13,42,101,395,17,29,310,546,856,126,121,3,5,14,18,0,10,174,175,317,329,646,7817,7905,319,391,1058,1576,279,1160,6264,5860,15737,16892,32629
LGA15200,23,12,57,76,85,311,123,62,778,846,1624,316,162,15,17,27,35,85,316,77,51,520,581,1101,172,76,3,0,15,31,96,394,43,69,329,570,899,74,111,4,5,18,14,5,23,201,211,302,364,666,11433,11451,851,997,2315,2943,492,1947,16863,15874,31954,33212,65166
LGA15270,22,6,37,33,47,140,22,19,367,377,744,144,83,5,3,13,14,53,176,13,15,228,291,519,73,36,0,0,3,11,67,248,16,7,159,302,461,10,14,0,0,3,0,0,3,10,9,23,26,49,4519,4391,342,337,822,815,294,936,3047,2286,9024,8765,17789
LGA15300,3,4,12,15,25,68,22,4,172,146,318,51,38,0,0,3,0,32,86,5,8,91,132,223,20,5,0,0,0,0,34,95,0,7,54,107,161,9,6,0,0,0,0,0,0,32,15,41,21,62,2432,2353,163,178,401,339,192,466,2235,1882,5423,5218,10641
LGA15350,8,9,34,43,24,120,14,35,281,372,653,188,117,3,3,19,28,39,213,17,35,266,396,662,159,73,0,3,11,40,73,387,13,67,256,570,826,69,73,3,3,6,12,0,3,52,83,130,174,304,5601,5804,203,260,698,1225,195,1044,3399,3837,10096,12170,22266
LGA15500,3,0,8,11,18,61,9,8,152,164,316,74,46,0,0,10,9,14,59,3,4,101,118,219,27,17,3,0,0,0,26,68,8,0,64,85,149,0,0,0,0,0,0,0,0,5,4,5,4,9,1605,1601,101,97,242,234,107,303,796,637,2851,2872,5723
