region_id,M_1_299_DS_DS_Seprt_house,M_1_299_DS_DS_sd_row_tce_hs_t,M_1_299_DS_DS_Flat_unit_apart,M_1_299_DS_DS_Other_dwg,M_1_299_DS_ns,M_1_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_unit_apartm,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_unit_aptmnt,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_unit_aptmt,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_unit_aprtm,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_unt_aprt,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flt_unit_aprt,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_unt_aprt,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flt_unit_aprtm,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_unit_aprt,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_unit_aptm,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flt_unit_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_unit_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
LGA30410,44,0,0,0,0,44,18,0,0,0,0,18,18,0,0,0,0,18,24,0,0,0,0,24,18,0,0,0,0,18,35,0,0,0,0,35,24,0,0,0,0,24,18,0,0,0,0,18,12,0,0,0,0,12,4,0,0,0,0,4,10,0,0,3,0,13,19,0,0,0,0,19,244,0,0,3,0,247
LGA30450,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,14
LGA30760,19,0,0,0,0,19,12,0,0,0,0,12,16,0,0,0,0,16,20,0,0,0,0,20,27,0,0,0,0,27,37,0,0,0,0,37,11,0,0,0,0,11,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16,19,0,0,0,0,19,189,0,0,0,0,189
LGA30900,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
LGA31000,4409,268,367,6,3,5053,1979,130,131,3,0,2243,1776,117,174,7,3,2077,3120,250,313,4,0,3687,4358,287,448,7,3,5103,11557,916,1321,13,3,13810,12731,1291,1900,6,6,15934,21589,2192,3183,13,3,26980,15810,1142,1657,5,0,18614,15913,806,1069,15,0,17803,10212,370,737,13,0,11332,5200,296,445,4,3,5948,108654,8065,11745,96,24,128584
LGA31750,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,3,18
LGA31820,514,7,8,7,0,536,396,3,3,15,0,417,366,4,6,3,0,379,696,5,3,8,0,712,781,9,18,6,0,814,1924,19,26,17,0,1986,1812,17,25,6,0,1860,1570,13,20,6,0,1609,605,3,3,3,0,614,334,3,7,0,0,344,197,3,3,3,3,209,579,4,3,6,0,592,9774,90,125,80,3,10072
LGA31900,116,3,5,0,0,124,66,0,0,0,0,66,76,0,4,0,0,80,116,0,7,0,0,123,168,0,0,0,0,168,387,5,0,9,0,401,258,6,0,8,0,272,222,11,0,0,0,233,78,0,0,0,0,78,61,3,0,0,0,64,36,0,0,0,3,39,110,9,0,0,0,119,1694,37,16,17,3,1767
LGA31950,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,9
LGA32070,533,23,56,4,0,616,306,21,39,0,0,366,301,17,44,3,0,365,570,44,87,4,3,708,912,92,151,8,3,1166,2499,230,408,8,3,3148,2918,195,329,5,4,3451,4083,115,202,13,5,4418,1955,46,76,3,0,2080,1246,34,55,7,0,1342,575,23,48,4,0,650,855,37,68,4,3,967,16753,877,1563,63,21,19277
LGA32250,6,0,0,0,0,6,5,0,0,0,0,5,9,0,0,0,0,9,7,0,0,0,0,7,8,0,0,0,0,8,21,0,0,0,0,21,3,0,0,0,0,3,3,0,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,3,0,10,71,0,4,6,0,81
LGA32260,138,0,3,3,0,144,97,3,0,3,0,103,86,3,0,3,0,92,185,0,7,4,0,196,220,0,3,0,0,223,522,4,13,3,0,542,431,0,5,3,0,439,421,3,3,3,0,430,145,0,3,3,0,151,109,0,0,3,3,115,64,0,3,3,0,70,189,0,3,3,0,195,2607,13,43,34,3,2700
LGA32270,124,0,0,3,0,127,36,0,0,0,0,36,39,0,0,0,0,39,70,0,0,0,0,70,75,0,3,3,0,81,242,6,6,5,0,259,329,4,13,3,0,349,610,12,29,3,0,654,389,6,9,3,0,407,276,3,3,3,0,285,125,3,6,3,3,140,171,0,9,3,0,183,2486,34,78,29,3,2630
LGA32310,72,0,0,8,0,80,42,0,0,0,0,42,40,0,0,3,0,43,73,0,0,0,0,73,100,0,0,0,0,100,242,3,0,0,0,245,213,0,0,0,0,213,188,0,0,5,0,193,63,0,4,0,0,67,55,0,0,0,0,55,30,0,3,0,0,33,104,0,0,0,0,104,1222,3,7,16,0,1248
LGA32330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA32450,9,0,0,0,0,9,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,24,0,0,0,0,24,28,0,0,0,0,28,34,0,0,0,0,34,6,0,0,0,0,6,11,0,0,0,0,11,4,0,0,3,0,7,14,0,0,0,0,14,146,0,0,3,0,149
LGA32500,20,0,0,3,0,23,16,0,0,3,0,19,7,0,3,0,0,10,25,0,0,0,0,25,26,0,0,4,0,30,49,0,0,0,0,49,33,0,0,0,0,33,24,0,0,3,0,27,16,0,0,0,0,16,7,0,0,3,0,10,3,0,0,0,0,3,21,0,0,0,3,24,247,0,3,16,3,269
LGA32600,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,3,9
LGA32750,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
LGA32770,10,0,0,0,0,10,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
LGA33100,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,14,50,0,3,0,0,53
LGA33200,23,0,0,0,0,23,14,0,0,0,0,14,10,0,0,0,0,10,25,0,0,3,0,28,16,0,0,0,0,16,22,0,0,0,0,22,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,17,0,0,0,0,17,148,0,0,3,0,151
LGA33220,512,11,6,5,0,534,407,0,9,5,0,421,358,3,8,3,0,372,693,6,11,0,0,710,807,5,6,3,0,821,1807,17,41,13,0,1878,1732,23,24,5,0,1784,1724,15,19,3,0,1761,647,4,6,0,0,657,364,0,10,0,0,374,168,0,11,3,0,182,605,3,9,3,0,620,9824,87,160,43,0,10114
LGA33360,216,3,3,9,0,231,123,3,4,0,0,130,124,4,0,0,0,128,242,5,4,0,0,251,317,4,7,6,0,334,862,26,17,13,0,918,1013,19,23,5,0,1060,1743,21,38,7,4,1813,1129,12,11,3,0,1155,919,6,3,5,0,933,322,0,0,4,3,329,446,9,11,3,0,469,7456,112,121,55,7,7751
LGA33430,1745,349,264,3,3,2364,836,185,95,4,0,1120,631,162,92,7,0,892,1280,275,173,6,0,1734,1783,388,285,4,0,2460,4727,1225,778,12,4,6746,5449,1641,1037,12,7,8146,9938,2233,1341,8,10,13530,7873,876,547,3,3,9302,7127,533,357,5,5,8027,4053,324,300,4,0,4681,2974,462,344,6,0,3786,48416,8653,5613,74,32,62788
LGA33610,88,0,0,0,0,88,26,3,0,0,0,29,32,0,0,0,0,32,58,3,0,3,0,64,93,0,3,0,0,96,213,0,4,0,0,217,151,0,4,0,0,155,137,0,0,0,0,137,58,0,0,3,0,61,41,0,0,0,0,41,33,0,0,3,0,36,75,0,3,3,0,81,1005,6,14,12,0,1037
LGA33620,314,3,3,8,0,328,237,0,3,5,0,245,201,3,0,0,0,204,382,3,4,5,0,394,444,4,0,5,0,453,997,3,7,19,0,1026,899,4,0,3,0,906,923,8,3,3,0,937,352,0,0,5,0,357,187,0,3,4,0,194,89,0,0,3,0,92,356,0,3,0,0,359,5381,28,26,60,0,5495
LGA33800,71,0,0,0,0,71,46,0,3,0,0,49,41,0,0,0,0,41,96,0,0,0,0,96,71,0,3,0,0,74,187,0,3,0,0,190,138,0,3,3,0,144,117,3,3,3,0,126,47,0,0,0,0,47,29,0,0,0,0,29,14,0,0,0,0,14,72,0,0,3,0,75,929,3,15,9,0,956
LGA33830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA33960,660,15,5,0,0,680,445,11,4,3,0,463,425,8,3,3,0,439,882,29,7,0,0,918,1109,28,6,3,0,1146,3024,98,26,3,3,3154,3883,104,28,0,3,4018,5033,88,10,7,0,5138,2292,25,0,3,0,2320,1312,11,3,3,0,1329,464,3,0,0,0,467,987,19,5,3,0,1014,20516,439,97,28,6,21086
LGA33980,97,0,0,5,0,102,17,0,0,0,0,17,17,0,0,0,0,17,32,3,0,0,0,35,32,3,0,0,0,35,95,0,0,3,0,98,106,0,0,3,0,109,178,3,0,4,0,185,129,0,3,3,0,135,96,3,0,3,0,102,47,0,0,0,0,47,87,0,3,3,0,93,933,12,6,24,0,975
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34580,175,0,0,3,0,178,166,0,3,0,0,169,166,0,3,0,3,172,257,0,0,0,0,257,340,0,3,0,0,343,761,3,3,3,0,770,786,0,4,0,0,790,955,0,0,3,0,958,326,0,0,0,0,326,195,0,0,0,0,195,80,3,0,0,0,83,270,3,3,0,0,276,4477,9,19,9,3,4517
LGA34590,1170,40,17,0,0,1227,729,34,12,3,0,778,682,34,8,0,0,724,1398,78,14,0,0,1490,1804,107,30,3,0,1944,5055,386,100,3,0,5544,6099,402,81,3,3,6588,9406,242,32,0,3,9683,4891,46,9,0,0,4946,2794,18,6,0,3,2821,1045,11,3,0,0,1059,2190,65,18,0,0,2273,37263,1463,330,12,9,39077
LGA34710,35,0,0,3,0,38,11,0,0,0,0,11,7,0,0,0,0,7,31,0,0,0,0,31,34,0,0,0,0,34,86,0,0,0,0,86,71,0,0,0,0,71,62,0,0,0,0,62,10,0,0,0,0,10,16,0,0,0,0,16,4,0,0,0,0,4,24,0,0,0,0,24,391,0,0,3,0,394
LGA34770,437,3,18,7,4,469,203,6,6,0,0,215,195,9,9,0,0,213,388,9,5,9,0,411,562,15,24,11,0,612,1498,46,40,9,0,1593,1619,43,65,7,0,1734,2975,75,67,10,0,3127,2355,31,34,0,0,2420,1871,13,31,6,0,1921,718,11,7,3,0,739,867,16,18,16,0,917,13688,277,324,78,4,14371
LGA34800,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,46,0,0,0,0,46
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA34860,120,6,0,0,0,126,33,0,0,0,0,33,34,3,0,0,0,37,77,0,0,0,0,77,90,3,0,3,0,96,203,4,4,3,3,217,216,3,5,0,0,224,189,3,0,0,0,192,60,3,0,0,0,63,63,3,3,0,0,69,53,0,0,3,0,56,85,3,0,0,0,88,1223,31,12,9,3,1278
LGA35010,1846,63,47,8,0,1964,1073,48,29,0,0,1150,914,29,33,5,0,981,1787,69,32,3,0,1891,2308,66,47,3,0,2424,6223,232,132,12,3,6602,7333,355,170,3,4,7865,12192,323,177,11,0,12703,7290,80,83,3,0,7456,4953,51,39,8,0,5051,1990,12,35,3,0,2040,2530,58,37,3,0,2628,50439,1386,861,62,7,52755
LGA35250,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA35300,54,3,7,3,0,67,15,0,0,0,0,15,24,0,0,3,0,27,52,3,0,3,0,58,105,0,3,3,0,111,235,0,12,7,0,254,275,4,7,3,0,289,613,14,11,0,3,641,313,4,0,0,0,317,187,5,3,0,0,195,72,3,0,3,3,81,107,4,0,0,0,111,2052,40,43,25,6,2166
LGA35600,36,0,0,4,0,40,25,0,0,0,0,25,24,0,0,0,0,24,42,0,0,0,0,42,58,0,0,0,0,58,95,0,0,3,0,98,60,0,0,0,0,60,35,0,0,0,0,35,11,0,0,0,0,11,9,0,0,0,0,9,16,0,0,0,0,16,43,0,0,0,0,43,454,0,0,7,0,461
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35760,99,0,0,0,0,99,58,3,0,0,0,61,55,0,0,0,0,55,95,0,0,3,0,98,89,0,0,0,0,89,166,0,0,0,0,166,103,0,0,3,0,106,74,0,3,0,0,77,27,4,0,0,0,31,26,0,3,0,0,29,30,0,0,3,0,33,76,0,0,3,0,79,898,7,6,12,0,923
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,29,0,0,0,0,29,18,0,0,0,0,18,17,0,0,0,0,17,9,0,0,0,0,9,13,0,0,0,0,13,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,9,0,0,0,0,9,118,0,0,0,0,118
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,15,0,0,0,0,15,9,0,0,0,0,9,13,0,0,0,0,13,4,0,0,0,0,4,11,0,0,0,0,11,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,76,0,0,0,3,79
LGA36250,701,31,8,0,0,740,358,18,4,0,0,380,368,23,5,3,0,399,628,37,18,3,0,686,831,39,10,3,3,886,2157,114,37,3,0,2311,2430,170,30,3,0,2633,3996,194,47,3,0,4240,2981,44,21,0,0,3046,2464,34,9,0,0,2507,1016,19,5,0,0,1040,1002,30,15,3,0,1050,18932,753,209,21,3,19918
LGA36300,17,0,0,0,0,17,4,0,0,0,0,4,5,0,0,0,0,5,6,0,0,0,0,6,7,0,0,0,0,7,14,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,65,0,0,0,0,65
LGA36360,460,3,6,3,0,472,290,6,8,3,0,307,322,4,3,6,0,335,631,4,10,3,0,648,836,10,14,9,0,869,2006,25,27,3,0,2061,2163,18,24,9,0,2214,2730,15,37,3,0,2785,1240,6,8,3,0,1257,914,7,8,0,0,929,372,3,3,3,0,381,744,3,11,6,0,764,12708,104,159,51,0,13022
LGA36510,205,3,4,3,0,215,130,3,0,0,0,133,92,3,0,3,0,98,224,3,0,3,0,230,288,3,3,0,0,294,706,6,3,3,0,718,773,3,3,3,0,782,946,4,0,3,0,953,540,4,0,0,0,544,388,0,3,3,0,394,200,0,0,3,0,203,297,4,0,0,0,301,4789,36,16,24,0,4865
LGA36580,145,0,0,0,0,145,107,0,0,3,0,110,85,0,0,3,0,88,193,0,0,0,0,193,243,0,0,3,0,246,482,3,3,3,0,491,430,0,0,3,0,433,604,0,0,3,0,607,240,3,0,0,0,243,133,0,0,0,0,133,61,0,0,0,0,61,161,0,0,0,0,161,2884,6,3,18,0,2911
LGA36630,257,0,0,3,0,260,170,3,0,0,0,173,169,0,0,3,0,172,272,0,6,6,0,284,338,0,6,0,0,344,713,3,7,6,0,729,570,0,5,5,0,580,463,3,3,0,0,469,154,0,0,0,0,154,98,0,0,0,0,98,72,0,0,0,0,72,226,0,0,3,0,229,3502,9,27,26,0,3564
LGA36660,209,0,5,0,0,214,131,0,0,0,0,131,150,0,3,0,0,153,283,0,0,3,0,286,370,3,7,0,0,380,821,0,6,8,0,835,627,3,5,0,0,635,522,4,3,3,4,536,155,0,0,3,0,158,106,0,0,0,0,106,80,0,0,5,3,88,209,3,0,0,3,215,3663,13,29,22,10,3737
LGA36710,1580,99,106,7,5,1797,836,54,40,6,0,936,682,44,39,6,0,771,1319,83,80,10,0,1492,1726,90,118,4,0,1938,4355,263,298,34,3,4953,4596,316,323,26,3,5264,7169,375,361,20,0,7925,4887,147,148,3,3,5188,3596,81,123,5,0,3805,1967,17,98,11,0,2093,2006,80,114,15,0,2215,34719,1649,1848,147,14,38377
LGA36810,238,0,0,4,0,242,147,3,3,0,0,153,159,0,0,3,0,162,270,5,0,0,0,275,312,3,5,5,0,325,766,8,8,7,0,789,673,15,6,3,0,697,682,7,4,8,0,701,329,3,3,3,0,338,224,0,3,3,0,230,111,3,0,5,0,119,295,3,0,0,4,302,4206,50,32,41,4,4333
LGA36910,811,15,20,3,3,852,503,9,15,3,0,530,424,7,15,3,0,449,921,21,35,3,0,980,1227,31,37,5,0,1300,3231,101,149,8,0,3489,3521,74,94,6,4,3699,3419,39,48,3,0,3509,1283,15,5,3,3,1309,804,14,10,0,0,828,447,3,5,3,3,461,875,18,14,3,0,910,17466,347,447,43,13,18316
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,12,0,0,0,0,12,4,0,0,0,0,4,4,3,0,0,0,7,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,3,0,3,5,0,0,0,0,5,41,3,0,3,0,47
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,691,14,40,3,0,748,372,11,17,4,0,404,308,12,21,0,0,341,792,33,32,3,0,860,1016,42,59,0,0,1117,2782,104,149,8,3,3046,3139,119,181,6,0,3445,5113,129,189,10,0,5441,2720,39,66,3,3,2831,1809,22,54,0,3,1888,798,14,51,3,0,866,1020,22,50,3,0,1095,20560,561,909,43,9,22082
LGA37300,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,19,12,0,3,0,34,27,13,0,0,0,40,83,6,0,0,0,89,52,0,5,0,0,57,36,0,0,0,0,36,10,3,0,0,0,13,25,3,0,0,0,28,265,37,5,3,0,310
LGA37310,267,3,6,0,0,276,109,0,0,0,0,109,99,3,0,5,0,107,224,0,0,3,3,230,230,0,0,0,0,230,591,3,0,0,0,594,472,0,0,3,0,475,489,5,0,0,0,494,203,0,0,0,0,203,150,0,0,0,0,150,92,3,0,3,0,98,208,0,0,0,0,208,3134,17,6,14,3,3174
LGA37340,114,4,9,3,3,133,59,3,0,3,0,65,60,7,4,3,0,74,131,5,9,0,0,145,178,9,12,3,0,202,401,19,32,7,3,462,407,13,40,6,0,466,585,21,45,8,3,662,385,7,13,0,0,405,281,9,11,0,0,301,119,3,13,6,0,141,197,8,14,6,0,225,2917,108,202,45,9,3281
LGA37400,17,0,0,0,0,17,9,0,0,0,0,9,6,0,0,0,0,6,6,0,0,0,0,6,13,0,0,0,0,13,18,0,0,0,0,18,7,0,0,0,0,7,9,0,0,0,0,9,3,0,0,3,0,6,0,0,0,0,0,0,5,0,0,0,0,5,14,0,0,0,3,17,107,0,0,3,3,113
LGA37550,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,24,28,30,0,0,82,8,15,10,0,0,33,3,4,12,0,0,19,7,20,19,0,3,49,11,27,29,0,0,67,25,62,83,0,0,170,23,86,105,0,0,214,45,98,127,0,0,270,19,77,62,0,0,158,33,55,47,0,0,135,65,47,36,0,0,148,9,28,14,0,0,51,272,547,574,0,3,1396
LGA40120,306,3,0,0,0,309,172,3,0,0,0,175,166,0,0,0,0,166,299,6,0,0,0,305,379,6,3,0,0,388,944,16,0,0,0,960,870,17,4,0,0,891,1149,9,0,0,0,1158,680,6,0,0,0,686,574,0,0,5,0,579,402,4,0,0,0,406,275,0,0,0,0,275,6216,70,7,5,0,6298
LGA40220,188,3,3,3,0,197,147,4,0,0,0,151,134,3,0,0,0,137,206,0,0,3,0,209,240,0,0,3,0,243,595,8,9,0,0,612,554,7,3,4,0,568,559,0,3,0,0,562,182,3,0,0,0,185,138,0,0,3,0,141,80,0,0,0,0,80,163,3,3,0,0,169,3186,31,21,16,0,3254
