region_id,M_Y12_equivalent_Indigenous,M_Y12_equivalent_Non_Indig,M_Y12_equiv_IndigStat_ns,M_Y12_equivalent_Tot,M_Y11_equivalent_Indigenous,M_Y11_equiv_Non_Indig,M_Y11_equiv_IndigStat_ns,M_Y11_equivalent_Tot,M_Y10_equivalent_Indigenous,M_Y10_equiv_Non_Indig,M_Y10_equiv_IndigStat_ns,M_Y10_equivalent_Tot,M_Y9_equivalent_Indigenous,M_Y9_equiv_Non_Indig,M_Y9_equiv_IndigStat_ns,M_Y9_equivalent_Tot,M_Y8_below_Indigenous,M_Y8_below_Non_Indig,M_Y8_below_IndigStat_ns,M_Y8_below_Tot,M_Did_not_go_to_school_Indig,M_Did_not_go_to_sch_Non_Indig,M_Di_no_go_to_sch_IndSt_ns,M_Did_not_go_to_school_Tot,M_Highest_yr_school_ns_Indig,M_Highest_yr_sch_ns_Non_Indig,M_Highe_yr_sch_ns_IndSt_ns,M_Highest_yr_school_ns_Tot,M_Tot_Indigenous,M_Tot_Non_Indigenous,M_Tot_IndigStat_ns,M_Tot_Tot,F_Y12_equivalent_Indigenous,F_Y12_equivalent_Non_Indig,F_Y12_equiv_IndigStat_ns,F_Y12_equivalent_Tot,F_Y11_equivalent_Indigenous,F_Y11_equiv_Non_Indig,F_Y11_equiv_IndigStat_ns,F_Y11_equivalent_Tot,F_Y10_equivalent_Indigenous,F_Y10_equiv_Non_Indig,F_Y10_equiv_IndigStat_ns,F_Y10_equivalent_Tot,F_Y9_equivalent_Indigenous,F_Y9_equiv_Non_Indig,F_Y9_equiv_IndigStat_ns,F_Y9_equivalent_Tot,F_Y8_below_Indigenous,F_Y8_below_Non_Indig,F_Y8_below_IndigStat_ns,F_Y8_below_Tot,F_Did_not_go_to_school_Indig,F_Did_not_go_to_sch_Non_Indig,F_Di_no_go_to_sch_IndSt_ns,F_Did_not_go_to_school_Tot,F_Highest_yr_school_ns_Indig,F_Highest_yr_sch_ns_Non_Indig,F_Highe_yr_sch_ns_IndSt_ns,F_Highest_yr_school_ns_Tot,F_Tot_Indigenous,F_Tot_Non_Indigenous,F_Tot_IndigStat_ns,F_Tot_Tot,P_Y12_equivalent_Indigenous,P_Y12_equivalent_Non_Indig,P_Y12_equiv_IndigStat_ns,P_Y12_equivalent_Tot,P_Y11_equivalent_Indigenous,P_Y11_equiv_Non_Indig,P_Y11_equiv_IndigStat_ns,P_Y11_equivalent_Tot,P_Y10_equivalent_Indigenous,P_Y10_equiv_Non_Indig,P_Y10_equiv_IndigStat_ns,P_Y10_equivalent_Tot,P_Y9_equivalent_Indigenous,P_Y9_equiv_Non_Indig,P_Y9_equiv_IndigStat_ns,P_Y9_equivalent_Tot,P_Y8_below_Indigenous,P_Y8_below_Non_Indig,P_Y8_below_IndigStat_ns,P_Y8_below_Tot,P_Did_not_go_to_school_Indig,P_Did_not_go_to_sch_Non_Indig,P_Di_no_go_to_sch_IndSt_ns,P_Did_not_go_to_school_Tot,P_Highest_yr_school_ns_Indig,P_Highest_yr_sch_ns_Non_Indig,P_Highe_yr_sch_ns_IndSt_ns,P_Highest_yr_school_ns_Tot,P_Tot_Indigenous,P_Tot_Non_Indigenous,P_Tot_IndigStat_ns,P_Tot_Tot
IARE105007,19,1704,14,1737,18,413,5,436,46,2740,26,2812,21,892,12,925,25,709,8,742,0,22,0,22,14,316,233,563,143,6796,298,7237,29,2287,7,2323,9,415,0,424,57,2572,32,2661,17,786,17,820,17,578,5,600,0,9,4,13,9,333,183,525,138,6980,248,7366,48,3991,21,4060,27,828,5,860,103,5312,58,5473,38,1678,29,1745,42,1287,13,1342,0,31,4,35,23,649,416,1088,281,13776,546,14603
IARE105008,14,677,3,694,3,154,3,160,20,980,9,1009,14,311,3,328,18,261,3,282,0,11,0,11,9,155,118,282,78,2549,139,2766,23,867,5,895,5,157,0,162,25,1027,5,1057,22,285,3,310,10,250,4,264,3,7,0,10,5,210,98,313,93,2803,115,3011,37,1544,8,1589,8,311,3,322,45,2007,14,2066,36,596,6,638,28,511,7,546,3,18,0,21,14,365,216,595,171,5352,254,5777
IARE105009,29,1103,3,1135,10,219,3,232,64,1626,11,1701,29,561,9,599,55,463,10,528,3,17,0,20,47,229,238,514,237,4218,274,4729,44,1331,6,1381,12,281,7,300,73,1624,9,1706,43,477,6,526,31,367,5,403,3,12,0,15,29,250,224,503,235,4342,257,4834,73,2434,9,2516,22,500,10,532,137,3250,20,3407,72,1038,15,1125,86,830,15,931,6,29,0,35,76,479,462,1017,472,8560,531,9563
IARE105010,23,1430,12,1465,12,682,5,699,34,1430,18,1482,34,621,3,658,26,525,7,558,3,19,0,22,20,296,244,560,152,5003,289,5444,27,1747,9,1783,20,746,4,770,50,1350,11,1411,23,538,3,564,17,507,8,532,3,28,0,31,15,326,186,527,155,5242,221,5618,50,3177,21,3248,32,1428,9,1469,84,2780,29,2893,57,1159,6,1222,43,1032,15,1090,6,47,0,53,35,622,430,1087,307,10245,510,11062
IARE105011,50,843,8,901,14,180,4,198,65,1094,9,1168,41,346,6,393,36,308,6,350,0,13,0,13,15,169,99,283,221,2953,132,3306,38,1104,3,1145,24,194,0,218,93,1102,10,1205,50,308,5,363,27,224,9,260,0,15,0,15,15,175,98,288,247,3122,125,3494,88,1947,11,2046,38,374,4,416,158,2196,19,2373,91,654,11,756,63,532,15,610,0,28,0,28,30,344,197,571,468,6075,257,6800
IARE105012,58,3427,33,3518,26,745,12,783,157,4283,46,4486,80,1073,18,1171,65,1237,24,1326,3,126,3,132,55,577,713,1345,444,11468,849,12761,80,4158,38,4276,48,732,3,783,163,4039,48,4250,103,974,13,1090,59,1096,39,1194,3,154,8,165,38,628,639,1305,494,11781,788,13063,138,7585,71,7794,74,1477,15,1566,320,8322,94,8736,183,2047,31,2261,124,2333,63,2520,6,280,11,297,93,1205,1352,2650,938,23249,1637,25824
IARE105013,23,1140,9,1172,5,260,3,268,43,1704,15,1762,15,517,10,542,19,453,10,482,0,15,3,18,198,782,173,1153,303,4871,223,5397,31,1461,13,1505,7,330,3,340,51,1490,25,1566,18,472,8,498,14,332,6,352,0,24,0,24,8,240,140,388,129,4349,195,4673,54,2601,22,2677,12,590,6,608,94,3194,40,3328,33,989,18,1040,33,785,16,834,0,39,3,42,206,1022,313,1541,432,9220,418,10070
IARE105014,48,603,13,664,19,140,3,162,92,794,8,894,41,269,3,313,59,253,0,312,9,26,3,38,23,116,96,235,291,2201,126,2618,67,850,6,923,42,139,3,184,101,689,4,794,46,216,3,265,47,178,5,230,3,10,0,13,35,85,79,199,341,2167,100,2608,115,1453,19,1587,61,279,6,346,193,1483,12,1688,87,485,6,578,106,431,5,542,12,36,3,51,58,201,175,434,632,4368,226,5226
IARE105015,50,2321,11,2382,22,591,6,619,110,3697,35,3842,42,981,15,1038,38,768,10,816,3,40,0,43,94,793,399,1286,359,9191,476,10026,59,2879,15,2953,30,570,6,606,92,3239,30,3361,49,1061,18,1128,33,678,15,726,0,30,0,30,14,435,368,817,277,8892,452,9621,109,5200,26,5335,52,1161,12,1225,202,6936,65,7203,91,2042,33,2166,71,1446,25,1542,3,70,0,73,108,1228,767,2103,636,18083,928,19647
IARE105016,46,2466,22,2534,23,550,5,578,120,3062,30,3212,48,929,9,986,38,725,23,786,0,42,7,49,12,382,519,913,287,8156,615,9058,66,3112,22,3200,31,500,7,538,82,2855,34,2971,40,853,10,903,16,603,16,635,0,38,0,38,21,384,372,777,256,8345,461,9062,112,5578,44,5734,54,1050,12,1116,202,5917,64,6183,88,1782,19,1889,54,1328,39,1421,0,80,7,87,33,766,891,1690,543,16501,1076,18120
IARE105017,14,445,3,462,11,117,3,131,42,677,11,730,36,213,5,254,30,216,3,249,0,3,3,6,28,143,116,287,161,1814,144,2119,20,580,12,612,10,127,3,140,42,658,11,711,39,176,4,219,19,167,3,189,3,3,0,6,20,158,110,288,153,1869,143,2165,34,1025,15,1074,21,244,6,271,84,1335,22,1441,75,389,9,473,49,383,6,438,3,6,3,12,48,301,226,575,314,3683,287,4284
IARE105018,95,4839,24,4958,44,732,9,785,166,4120,36,4322,61,1085,8,1154,72,882,13,967,8,104,4,116,57,520,657,1234,503,12282,751,13536,121,5715,38,5874,47,769,5,821,177,4207,32,4416,90,1177,14,1281,60,870,10,940,6,94,3,103,81,603,506,1190,582,13435,608,14625,216,10554,62,10832,91,1501,14,1606,343,8327,68,8738,151,2262,22,2435,132,1752,23,1907,14,198,7,219,138,1123,1163,2424,1085,25717,1359,28161
IARE105019,20,1071,10,1101,15,283,0,298,37,1440,11,1488,19,491,9,519,12,393,3,408,0,16,0,16,11,201,148,360,114,3895,181,4190,38,1256,8,1302,9,281,0,290,48,1357,8,1413,26,430,0,456,17,313,0,330,3,15,0,18,22,203,142,367,163,3855,158,4176,58,2327,18,2403,24,564,0,588,85,2797,19,2901,45,921,9,975,29,706,3,738,3,31,0,34,33,404,290,727,277,7750,339,8366
IARE105020,24,2703,21,2748,16,1087,8,1111,38,3529,45,3612,22,1257,21,1300,21,990,16,1027,4,32,3,39,31,628,388,1047,156,10226,502,10884,32,3483,30,3545,20,1105,7,1132,34,3017,35,3086,22,1008,5,1035,8,760,17,785,3,28,3,34,13,575,323,911,132,9976,420,10528,56,6186,51,6293,36,2192,15,2243,72,6546,80,6698,44,2265,26,2335,29,1750,33,1812,7,60,6,73,44,1203,711,1958,288,20202,922,21412
IARE105021,169,8656,63,8888,43,1456,4,1503,253,6395,64,6712,112,1575,24,1711,83,1190,22,1295,8,63,4,75,59,756,638,1453,727,20091,819,21637,199,10030,59,10288,68,1354,12,1434,239,6564,55,6858,154,1658,31,1843,72,1116,23,1211,4,67,4,75,69,870,548,1487,805,21659,732,23196,368,18686,122,19176,111,2810,16,2937,492,12959,119,13570,266,3233,55,3554,155,2306,45,2506,12,130,8,150,128,1626,1186,2940,1532,41750,1551,44833
IARE105022,13,1077,9,1099,12,238,0,250,25,1603,9,1637,16,433,6,455,17,423,6,446,0,23,0,23,15,204,192,411,98,4001,222,4321,17,1463,10,1490,11,308,6,325,34,1493,11,1538,21,432,0,453,15,376,3,394,0,16,0,16,11,244,182,437,109,4332,212,4653,30,2540,19,2589,23,546,6,575,59,3096,20,3175,37,865,6,908,32,799,9,840,0,39,0,39,26,448,374,848,207,8333,434,8974
IARE106001,45,4161,39,4245,19,1031,9,1059,75,3791,35,3901,42,1070,10,1122,34,872,12,918,3,51,0,54,18,500,450,968,236,11476,555,12267,50,4787,46,4883,15,1169,9,1193,76,3800,35,3911,39,992,20,1051,33,747,15,795,3,18,0,21,33,614,426,1073,249,12127,551,12927,95,8948,85,9128,34,2200,18,2252,151,7591,70,7812,81,2062,30,2173,67,1619,27,1713,6,69,0,75,51,1114,876,2041,485,23603,1106,25194
IARE106002,68,4516,31,4615,40,862,13,915,138,4320,43,4501,91,1334,14,1439,88,982,23,1093,8,38,4,50,47,655,672,1374,480,12707,800,13987,86,4882,50,5018,41,974,6,1021,162,4553,51,4766,119,1369,16,1504,73,954,14,1041,6,31,0,37,62,706,601,1369,549,13469,738,14756,154,9398,81,9633,81,1836,19,1936,300,8873,94,9267,210,2703,30,2943,161,1936,37,2134,14,69,4,87,109,1361,1273,2743,1029,26176,1538,28743
IARE106003,212,10554,79,10845,84,2072,29,2185,412,11537,90,12039,207,3752,26,3985,142,2500,32,2674,15,104,4,123,157,1973,1726,3856,1229,32492,1986,35707,278,11740,72,12090,98,2020,16,2134,422,12241,104,12767,210,3948,50,4208,120,2333,38,2491,7,86,4,97,85,1901,1572,3558,1220,34269,1856,37345,490,22294,151,22935,182,4092,45,4319,834,23778,194,24806,417,7700,76,8193,262,4833,70,5165,22,190,8,220,242,3874,3298,7414,2449,66761,3842,73052
IARE106004,137,13254,88,13479,34,1609,20,1663,145,6602,56,6803,67,1546,21,1634,43,1334,12,1389,4,105,5,114,56,987,1612,2655,486,25437,1814,27737,176,14114,69,14359,51,1489,7,1547,176,6240,42,6458,62,1436,18,1516,40,1259,20,1319,3,121,4,128,36,905,1206,2147,544,25564,1366,27474,313,27368,157,27838,85,3098,27,3210,321,12842,98,13261,129,2982,39,3150,83,2593,32,2708,7,226,9,242,92,1892,2818,4802,1030,51001,3180,55211
IARE106005,118,13636,88,13842,45,2018,16,2079,204,10744,96,11044,60,2832,38,2930,55,2198,42,2295,6,141,5,152,122,1904,1372,3398,610,33473,1657,35740,173,15732,97,16002,39,2180,21,2240,189,11153,96,11438,75,2845,35,2955,48,1933,36,2017,4,99,0,103,60,1803,1164,3027,588,35745,1449,37782,291,29368,185,29844,84,4198,37,4319,393,21897,192,22482,135,5677,73,5885,103,4131,78,4312,10,240,5,255,182,3707,2536,6425,1198,69218,3106,73522
IARE107001,22,16799,186,17007,8,938,27,973,24,3241,51,3316,8,984,16,1008,6,1786,39,1831,0,968,23,991,155,2276,1862,4293,223,26992,2204,29419,28,15661,149,15838,7,820,15,842,21,3063,40,3124,9,972,17,998,10,2322,34,2366,0,1335,27,1362,65,1264,1357,2686,140,25437,1639,27216,50,32460,335,32845,15,1758,42,1815,45,6304,91,6440,17,1956,33,2006,16,4108,73,4197,0,2303,50,2353,220,3540,3219,6979,363,52429,3843,56635
IARE107002,70,40001,259,40330,15,2599,19,2633,71,11454,88,11613,17,2141,19,2177,4,1332,13,1349,0,261,9,270,7,1282,1528,2817,184,59070,1935,61189,94,41109,230,41433,13,2515,23,2551,74,13111,116,13301,19,2467,34,2520,11,1720,22,1753,0,381,5,386,6,1493,1396,2895,217,62796,1826,64839,164,81110,489,81763,28,5114,42,5184,145,24565,204,24914,36,4608,53,4697,15,3052,35,3102,0,642,14,656,13,2775,2924,5712,401,121866,3761,126028
IARE107003,392,52924,456,53772,165,5206,66,5437,664,24354,245,25263,334,6098,79,6511,248,5578,85,5911,18,914,23,955,331,4882,3652,8865,2152,99956,4606,106714,549,55822,501,56872,189,4783,60,5032,806,24290,232,25328,386,6715,95,7196,244,6793,124,7161,17,1536,37,1590,194,4778,3268,8240,2385,104717,4317,111419,941,108746,957,110644,354,9989,126,10469,1470,48644,477,50591,720,12813,174,13707,492,12371,209,13072,35,2450,60,2545,525,9660,6920,17105,4537,204673,8923,218133
IARE107004,127,14165,88,14380,24,1542,9,1575,147,7159,70,7376,34,1416,17,1467,22,705,16,743,4,70,5,79,18,724,1247,1989,376,25781,1452,27609,159,15947,102,16208,41,1528,15,1584,132,7707,71,7910,48,1629,18,1695,17,824,14,855,0,78,6,84,20,964,1191,2175,417,28677,1417,30511,286,30112,190,30588,65,3070,24,3159,279,14866,141,15286,82,3045,35,3162,39,1529,30,1598,4,148,11,163,38,1688,2438,4164,793,54458,2869,58120
IARE107005,56,8411,76,8543,16,647,12,675,67,2576,39,2682,14,620,9,643,12,881,11,904,0,205,0,205,18,730,825,1573,183,14070,972,15225,72,8605,79,8756,19,536,5,560,59,2511,30,2600,29,719,13,761,14,1213,24,1251,0,314,4,318,23,843,737,1603,216,14741,892,15849,128,17016,155,17299,35,1183,17,1235,126,5087,69,5282,43,1339,22,1404,26,2094,35,2155,0,519,4,523,41,1573,1562,3176,399,28811,1864,31074
IARE107006,106,8285,39,8430,22,1283,11,1316,109,6860,49,7018,27,1406,12,1445,26,845,13,884,3,102,0,105,4,518,668,1190,297,19299,792,20388,107,9551,55,9713,27,1142,9,1178,115,6647,43,6805,26,1545,14,1585,20,926,11,957,3,135,5,143,16,626,580,1222,314,20572,717,21603,213,17836,94,18143,49,2425,20,2494,224,13507,92,13823,53,2951,26,3030,46,1771,24,1841,6,237,5,248,20,1144,1248,2412,611,39871,1509,41991
IARE107007,267,21878,193,22338,97,3092,25,3214,377,15024,147,15548,167,3910,50,4127,102,2483,44,2629,5,394,13,412,74,2206,2172,4452,1089,48987,2644,52720,406,23651,184,24241,106,2941,32,3079,481,15217,127,15825,246,4381,48,4675,120,2947,56,3123,5,602,9,616,98,2704,2148,4950,1462,52443,2604,56509,673,45529,377,46579,203,6033,57,6293,858,30241,274,31373,413,8291,98,8802,222,5430,100,5752,10,996,22,1028,172,4910,4320,9402,2551,101430,5248,109229
IARE107008,202,60447,644,61293,44,4720,70,4834,178,21633,270,22081,84,5545,62,5691,50,8934,129,9113,7,2955,48,3010,56,6009,6079,12144,621,110243,7302,118166,251,61178,600,62029,47,4451,63,4561,249,22028,226,22503,81,6512,64,6657,69,10800,163,11032,7,4399,72,4478,74,6321,5554,11949,778,115689,6742,123209,453,121625,1244,123322,91,9171,133,9395,427,43661,496,44584,165,12057,126,12348,119,19734,292,20145,14,7354,120,7488,130,12330,11633,24093,1399,225932,14044,241375
IARE107009,100,31902,379,32381,31,3254,73,3358,109,12647,201,12957,53,3831,73,3957,47,6961,102,7110,4,3585,55,3644,36,3680,2333,6049,380,65860,3216,69456,90,31923,400,32413,41,2741,48,2830,134,12239,169,12542,68,4195,65,4328,34,9026,140,9200,6,5791,78,5875,45,3976,2183,6204,418,69891,3083,73392,190,63825,779,64794,72,5995,121,6188,243,24886,370,25499,121,8026,138,8285,81,15987,242,16310,10,9376,133,9519,81,7656,4516,12253,798,135751,6299,142848
IARE107010,113,7951,47,8111,31,1417,7,1455,157,8028,69,8254,69,1795,16,1880,38,1120,16,1174,4,82,0,86,28,727,1047,1802,440,21120,1202,22762,138,9301,76,9515,51,1273,8,1332,155,7602,68,7825,73,1786,25,1884,40,967,17,1024,3,75,4,82,12,811,892,1715,472,21815,1090,23377,251,17252,123,17626,82,2690,15,2787,312,15630,137,16079,142,3581,41,3764,78,2087,33,2198,7,157,4,168,40,1538,1939,3517,912,42935,2292,46139
IARE107011,69,19079,197,19345,13,1515,18,1546,78,7224,84,7386,30,1787,31,1848,28,2314,27,2369,0,649,15,664,23,1521,1900,3444,241,34089,2272,36602,79,19552,178,19809,25,1364,19,1408,91,7375,81,7547,37,2050,34,2121,18,2845,48,2911,4,917,14,935,26,1763,1622,3411,280,35866,1996,38142,148,38631,375,39154,38,2879,37,2954,169,14599,165,14933,67,3837,65,3969,46,5159,75,5280,4,1566,29,1599,49,3284,3522,6855,521,69955,4268,74744
IARE107012,100,70981,400,71481,14,3377,27,3418,49,11365,95,11509,16,2311,18,2345,8,1412,20,1440,0,337,10,347,12,1882,2722,4616,199,91665,3292,95156,136,73726,421,74283,15,4012,32,4059,62,15326,139,15527,7,3159,36,3202,13,2047,31,2091,5,537,13,555,10,2781,2700,5491,248,101588,3372,105208,236,144707,821,145764,29,7389,59,7477,111,26691,234,27036,23,5470,54,5547,21,3459,51,3531,5,874,23,902,22,4663,5422,10107,447,193253,6664,200364
IARE107013,58,30368,180,30606,10,1408,4,1422,31,5706,47,5784,8,1326,19,1353,7,1500,22,1529,0,387,5,392,9,1280,1768,3057,123,41975,2045,44143,58,31842,182,32082,7,1502,11,1520,41,6922,48,7011,12,1824,35,1871,7,1991,31,2029,4,535,0,539,13,1879,1704,3596,142,46495,2011,48648,116,62210,362,62688,17,2910,15,2942,72,12628,95,12795,20,3150,54,3224,14,3491,53,3558,4,922,5,931,22,3159,3472,6653,265,88470,4056,92791
IARE107014,74,31732,236,32042,13,1920,21,1954,65,8171,81,8317,21,1969,27,2017,9,2448,38,2495,6,547,7,560,12,1649,1684,3345,200,48436,2094,50730,92,33085,219,33396,15,1775,22,1812,66,9353,97,9516,29,2652,36,2717,16,3296,44,3356,3,949,14,966,18,2053,1606,3677,239,53163,2038,55440,166,64817,455,65438,28,3695,43,3766,131,17524,178,17833,50,4621,63,4734,25,5744,82,5851,9,1496,21,1526,30,3702,3290,7022,439,101599,4132,106170
IARE107015,137,10365,81,10583,26,2015,21,2062,226,10637,116,10979,82,2575,20,2677,55,1854,23,1932,6,158,6,170,42,1160,854,2056,574,28764,1121,30459,153,11248,78,11479,44,1874,11,1929,216,11223,101,11540,82,3071,41,3194,45,2005,29,2079,6,202,4,212,63,1375,766,2204,609,30998,1030,32637,290,21613,159,22062,70,3889,32,3991,442,21860,217,22519,164,5646,61,5871,100,3859,52,4011,12,360,10,382,105,2535,1620,4260,1183,59762,2151,63096
IARE107016,65,14022,53,14140,21,729,8,758,40,2047,23,2110,11,459,5,475,10,561,4,575,0,83,3,86,10,520,1145,1675,157,18421,1241,19819,96,16339,65,16500,17,747,10,774,49,2248,24,2321,26,511,10,547,9,681,8,698,3,130,0,133,16,641,1069,1726,216,21297,1186,22699,161,30361,118,30640,38,1476,18,1532,89,4295,47,4431,37,970,15,1022,19,1242,12,1273,3,213,3,219,26,1161,2214,3401,373,39718,2427,42518
IARE107017,143,30146,292,30581,57,3272,42,3371,229,13822,171,14222,114,3361,44,3519,78,3925,58,4061,8,1272,19,1299,72,2635,3323,6030,701,58433,3949,63083,244,32032,327,32603,67,2772,29,2868,260,12826,144,13230,139,3645,57,3841,71,4922,75,5068,11,1883,34,1928,61,2922,3202,6185,853,61002,3868,65723,387,62178,619,63184,124,6044,71,6239,489,26648,315,27452,253,7006,101,7360,149,8847,133,9129,19,3155,53,3227,133,5557,6525,12215,1554,119435,7817,128806
IARE107018,3,72,3,78,0,12,0,12,0,46,0,46,0,5,0,5,0,0,0,0,0,0,0,0,0,6,3,9,3,141,6,150,0,71,0,71,0,16,0,16,0,41,0,41,0,6,0,6,0,6,0,6,0,0,0,0,0,5,3,8,0,145,3,148,3,143,3,149,0,28,0,28,0,87,0,87,0,11,0,11,0,6,0,6,0,0,0,0,0,11,6,17,3,286,9,298
IARE107019,111,19863,128,20102,24,1232,11,1267,112,3471,44,3627,39,780,8,827,26,1643,25,1694,7,477,5,489,25,994,2268,3287,344,28460,2489,31293,181,21341,126,21648,31,1003,13,1047,109,3196,36,3341,58,718,5,781,41,2006,35,2082,3,745,8,756,27,1022,1846,2895,450,30031,2069,32550,292,41204,254,41750,55,2235,24,2314,221,6667,80,6968,97,1498,13,1608,67,3649,60,3776,10,1222,13,1245,52,2016,4114,6182,794,58491,4558,63843
IARE107020,142,56467,308,56917,23,4157,23,4203,95,15196,137,15428,31,3005,29,3065,16,1817,32,1865,4,327,14,345,17,2411,3653,6081,328,83380,4196,87904,150,58192,358,58700,23,4368,29,4420,75,17898,165,18138,32,3696,41,3769,16,2269,40,2325,4,397,5,406,17,3449,3176,6642,317,90269,3814,94400,292,114659,666,115617,46,8525,52,8623,170,33094,302,33566,63,6701,70,6834,32,4086,72,4190,8,724,19,751,34,5860,6829,12723,645,173649,8010,182304
IARE107021,122,38633,316,39071,21,2367,27,2415,139,9930,111,10180,54,2538,35,2627,53,2693,44,2790,6,1135,22,1163,119,2903,3542,6564,514,60199,4097,64810,139,38451,316,38906,35,2155,34,2224,123,10511,103,10737,65,2855,36,2956,38,3377,48,3463,3,1432,25,1460,43,2887,2948,5878,446,61668,3510,65624,261,77084,632,77977,56,4522,61,4639,262,20441,214,20917,119,5393,71,5583,91,6070,92,6253,9,2567,47,2623,162,5790,6490,12442,960,121867,7607,130434
IARE107022,359,24154,169,24682,126,3850,29,4005,514,21239,174,21927,188,5007,49,5244,125,3211,53,3389,11,293,12,316,174,2879,2429,5482,1497,60633,2915,65045,504,27339,196,28039,122,3593,28,3743,527,20937,162,21626,216,5021,73,5310,144,3510,57,3711,7,419,13,439,162,2928,2124,5214,1682,63747,2653,68082,863,51493,365,52721,248,7443,57,7748,1041,42176,336,43553,404,10028,122,10554,269,6721,110,7100,18,712,25,755,336,5807,4553,10696,3179,124380,5568,133127
IARE107023,185,33893,224,34302,26,1794,15,1835,125,5789,67,5981,48,1310,16,1374,44,1539,25,1608,6,283,3,292,220,2493,3731,6444,654,47101,4081,51836,230,36127,202,36559,25,1699,19,1743,182,6591,71,6844,78,1598,28,1704,59,2074,34,2167,4,445,9,458,42,1795,3363,5200,620,50329,3726,54675,415,70020,426,70861,51,3493,34,3578,307,12380,138,12825,126,2908,44,3078,103,3613,59,3775,10,728,12,750,262,4288,7094,11644,1274,97430,7807,106511
IARE107024,81,21816,225,22122,10,1512,19,1541,55,5982,65,6102,15,1452,15,1482,6,2334,34,2374,0,589,8,597,11,1649,2162,3822,178,35334,2528,38040,72,21812,194,22078,15,1380,20,1415,62,6408,76,6546,13,1682,27,1722,10,3229,38,3277,0,901,14,915,15,1893,1786,3694,187,37305,2155,39647,153,43628,419,44200,25,2892,39,2956,117,12390,141,12648,28,3134,42,3204,16,5563,72,5651,0,1490,22,1512,26,3542,3948,7516,365,72639,4683,77687
IARE107025,251,41655,258,42164,37,4218,39,4294,178,20853,163,21194,51,3768,23,3842,31,2039,31,2101,5,230,12,247,24,2080,2628,4732,577,74843,3154,78574,249,44238,263,44750,31,3499,35,3565,179,22522,175,22876,46,4997,64,5107,31,2669,59,2759,3,293,9,305,21,2772,2158,4951,560,80990,2763,84313,500,85893,521,86914,68,7717,74,7859,357,43375,338,44070,97,8765,87,8949,62,4708,90,4860,8,523,21,552,45,4852,4786,9683,1137,155833,5917,162887
IARE107026,333,56950,327,57610,61,2633,21,2715,200,5765,63,6028,85,1246,19,1350,85,1364,40,1489,11,485,16,512,67,1936,10877,12880,842,70379,11363,82584,319,51536,253,52108,53,2062,13,2128,191,4877,71,5139,86,1060,17,1163,80,1438,26,1544,11,641,10,662,71,2045,8356,10472,811,63659,8746,73216,652,108486,580,109718,114,4695,34,4843,391,10642,134,11167,171,2306,36,2513,165,2802,66,3033,22,1126,26,1174,138,3981,19233,23352,1653,134038,20109,155800
IARE107027,126,47956,375,48457,17,2256,24,2297,63,8283,91,8437,17,1952,28,1997,12,3222,42,3276,0,842,17,859,15,2576,4459,7050,250,67087,5036,72373,123,49436,333,49892,15,2011,13,2039,75,9687,88,9850,20,2395,25,2440,20,4379,61,4460,0,1320,22,1342,15,3042,3909,6966,268,72270,4451,76989,249,97392,708,98349,32,4267,37,4336,138,17970,179,18287,37,4347,53,4437,32,7601,103,7736,0,2162,39,2201,30,5618,8368,14016,518,139357,9487,149362
IARE107028,82,56162,279,56523,9,2091,15,2115,23,5067,39,5129,10,945,5,960,0,847,14,861,0,225,7,232,13,1206,4626,5845,137,66543,4985,71665,95,60857,319,61271,8,2713,23,2744,27,7624,59,7710,5,1410,23,1438,4,1287,19,1310,0,341,4,345,8,1748,4358,6114,147,75980,4805,80932,177,117019,598,117794,17,4804,38,4859,50,12691,98,12839,15,2355,28,2398,4,2134,33,2171,0,566,11,577,21,2954,8984,11959,284,142523,9790,152597
IARE107029,60,4786,42,4888,27,868,8,903,118,5882,44,6044,27,1290,12,1329,20,783,15,818,3,49,0,52,16,519,512,1047,271,14177,633,15081,100,5837,37,5974,25,870,4,899,110,5304,33,5447,28,1223,17,1268,15,685,9,709,3,41,3,47,14,529,469,1012,295,14489,572,15356,160,10623,79,10862,52,1738,12,1802,228,11186,77,11491,55,2513,29,2597,35,1468,24,1527,6,90,3,99,30,1048,981,2059,566,28666,1205,30437
IARE107030,314,31272,183,31769,98,4043,43,4184,408,20396,195,20999,165,5232,60,5457,115,4641,80,4836,5,516,13,534,67,2940,2845,5852,1172,69040,3419,73631,388,32213,210,32811,85,3530,47,3662,422,20596,184,21202,212,6088,92,6392,107,5559,113,5779,7,783,19,809,99,3451,2308,5858,1320,72220,2973,76513,702,63485,393,64580,183,7573,90,7846,830,40992,379,42201,377,11320,152,11849,222,10200,193,10615,12,1299,32,1343,166,6391,5153,11710,2492,141260,6392,150144
IARE107031,83,32852,218,33153,17,1321,12,1350,14,3114,41,3169,6,639,15,660,4,576,12,592,0,101,7,108,0,1095,5092,6187,124,39698,5397,45219,86,35823,240,36149,5,1502,14,1521,16,3964,57,4037,0,746,17,763,6,816,14,836,4,123,4,131,7,1446,4731,6184,124,44420,5077,49621,169,68675,458,69302,22,2823,26,2871,30,7078,98,7206,6,1385,32,1423,10,1392,26,1428,4,224,11,239,7,2541,9823,12371,248,84118,10474,94840
